"Date Time","Date Time(RAW)","Total Online Devices","Total Online Devices(RAW)","Speed Bad","Speed Bad(RAW)","Speed Good","Speed Good(RAW)","Speed Better","Speed Better(RAW)","Experience Worse","Experience Worse(RAW)","Experience Bad","Experience Bad(RAW)","Experience Good","Experience Good(RAW)","Experience Better","Experience Better(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"12-4-2024 23:00:00 - 00:00:00","45394.9166666667","53 #","53.3833","0,30 #","0.3000","9,05 #","9.0500","44 #","44.0333","0 #","0.0000","0,80 #","0.8000","0,27 #","0.2667","53 #","53.1333","0 %","0.0000","100 %","0000010000"
"13-4-2024 00:00:00 - 01:00:00","45394.9583333333","49 #","49.3833","0,02 #","0.0167","7,37 #","7.3667","42 #","42.0000","0 #","0.0000","0 #","0.0000","0,17 #","0.1667","50 #","49.9167","0 %","0.0000","100 %","0000010000"
"13-4-2024 01:00:00 - 02:00:00","45395.0000000000","48 #","48.1833","0,22 #","0.2167","7,23 #","7.2333","41 #","40.7333","0 #","0.0000","0,27 #","0.2667","0 #","0.0000","48 #","48.4167","0 %","0.0000","100 %","0000010000"
"13-4-2024 02:00:00 - 03:00:00","45395.0416666667","47 #","46.6833","0,13 #","0.1333","7,53 #","7.5333","39 #","39.0167","0 #","0.0000","0,10 #","0.1000","0 #","0.0000","47 #","47.0000","0 %","0.0000","100 %","0000010000"
"13-4-2024 03:00:00 - 04:00:00","45395.0833333333","47 #","46.8000","0,25 #","0.2500","6,88 #","6.8833","40 #","39.6667","0 #","0.0000","0,13 #","0.1333","0 #","0.0000","47 #","47.1333","0 %","0.0000","100 %","0000010000"
"13-4-2024 04:00:00 - 05:00:00","45395.1250000000","46 #","46.4167","0,52 #","0.5167","7,22 #","7.2167","39 #","38.6833","0 #","0.0000","0,25 #","0.2500","0 #","0.0000","47 #","46.7500","0 %","0.0000","100 %","0000010000"
"13-4-2024 05:00:00 - 06:00:00","45395.1666666667","47 #","46.5000","0,25 #","0.2500","8,25 #","8.2500","38 #","38.0000","0 #","0.0000","0,18 #","0.1833","0,08 #","0.0833","47 #","46.7333","0 %","0.0000","100 %","0000010000"
"13-4-2024 06:00:00 - 07:00:00","45395.2083333333","47 #","46.7167","0,30 #","0.3000","7,73 #","7.7333","39 #","38.6833","0 #","0.0000","0,15 #","0.1500","0,08 #","0.0833","47 #","46.7667","0 %","0.0000","100 %","0000010000"
"13-4-2024 07:00:00 - 08:00:00","45395.2500000000","47 #","46.6000","0,22 #","0.2167","7,32 #","7.3167","39 #","39.0667","0 #","0.0000","0 #","0.0000","0,02 #","0.0167","47 #","46.9833","0 %","0.0000","100 %","0000010000"
"13-4-2024 08:00:00 - 09:00:00","45395.2916666667","47 #","46.5333","0,02 #","0.0167","7,03 #","7.0333","39 #","39.4833","0 #","0.0000","0,12 #","0.1167","0 #","0.0000","47 #","46.8833","0 %","0.0000","100 %","0000010000"
"13-4-2024 09:00:00 - 10:00:00","45395.3333333333","50 #","49.6000","0,40 #","0.4000","9,67 #","9.6667","40 #","39.5333","0 #","0.0000","0,52 #","0.5167","0,03 #","0.0333","50 #","49.6667","0 %","0.0000","100 %","0000010000"
"13-4-2024 10:00:00 - 11:00:00","45395.3750000000","52 #","51.7833","0,37 #","0.3667","11 #","11.4000","40 #","40.0167","0 #","0.0000","0,72 #","0.7167","0,20 #","0.2000","51 #","51.4667","0 %","0.0000","100 %","0000010000"
"13-4-2024 11:00:00 - 12:00:00","45395.4166666667","57 #","57.3500","0,82 #","0.8167","14 #","13.8833","43 #","42.6500","0 #","0.0000","0,62 #","0.6167","0,25 #","0.2500","58 #","57.7167","0 %","0.0000","100 %","0000010000"
"13-4-2024 12:00:00 - 13:00:00","45395.4583333333","65 #","64.7500","1,37 #","1.3667","19 #","19.2833","44 #","44.1000","0 #","0.0000","1,32 #","1.3167","0,45 #","0.4500","64 #","64.4500","0 %","0.0000","100 %","0000010000"
"13-4-2024 13:00:00 - 14:00:00","45395.5000000000","67 #","67.2167","0,73 #","0.7333","21 #","20.9667","46 #","45.5167","0 #","0.0000","0,75 #","0.7500","0,40 #","0.4000","67 #","67.2167","0 %","0.0000","100 %","0000010000"
"13-4-2024 14:00:00 - 15:00:00","45395.5416666667","69 #","68.5500","1,23 #","1.2333","22 #","21.9833","45 #","45.3333","0 #","0.0000","2,08 #","2.0833","0,30 #","0.3000","67 #","67.2833","0 %","0.0000","100 %","0000010000"
"13-4-2024 15:00:00 - 16:00:00","45395.5833333333","71 #","70.8667","1,38 #","1.3833","23 #","23.4667","46 #","46.0167","0 #","0.0000","2,22 #","2.2167","0,73 #","0.7333","69 #","69.1833","0 %","0.0000","100 %","0000010000"
"13-4-2024 16:00:00 - 17:00:00","45395.6250000000","73 #","72.5167","1,53 #","1.5333","20 #","20.3333","51 #","50.6500","0 #","0.0000","1,68 #","1.6833","0,43 #","0.4333","72 #","71.7167","0 %","0.0000","100 %","0000010000"
"13-4-2024 17:00:00 - 18:00:00","45395.6666666667","67 #","66.8500","2,20 #","2.2000","19 #","19.0333","46 #","45.6167","0 #","0.0000","2,88 #","2.8833","0,45 #","0.4500","65 #","65.0500","0 %","0.0000","100 %","0000010000"
"13-4-2024 18:00:00 - 19:00:00","45395.7083333333","63 #","63.4333","2,17 #","2.1667","14 #","14.4667","47 #","46.8000","0 #","0.0000","1,92 #","1.9167","0,23 #","0.2333","62 #","62.3333","0 %","0.0000","100 %","0000010000"
"13-4-2024 19:00:00 - 20:00:00","45395.7500000000","60 #","59.7167","0,88 #","0.8833","12 #","12.2000","47 #","46.6333","0 #","0.0000","0,68 #","0.6833","0,13 #","0.1333","60 #","60.2167","0 %","0.0000","100 %","0000010000"
"13-4-2024 20:00:00 - 21:00:00","45395.7916666667","62 #","62.0500","1,28 #","1.2833","12 #","12.2500","49 #","48.5167","0 #","0.0000","0,68 #","0.6833","0,57 #","0.5667","62 #","61.9500","0 %","0.0000","100 %","0000010000"
"13-4-2024 21:00:00 - 22:00:00","45395.8333333333","61 #","60.7833","1,55 #","1.5500","14 #","13.8500","45 #","45.3833","0 #","0.0000","1,60 #","1.6000","0,42 #","0.4167","60 #","59.6500","0 %","0.0000","100 %","0000010000"
"13-4-2024 22:00:00 - 23:00:00","45395.8750000000","54 #","54.1167","0,40 #","0.4000","11 #","10.5667","43 #","43.1500","0 #","0.0000","0,40 #","0.4000","0,40 #","0.4000","54 #","54.2333","0 %","0.0000","100 %","0000010000"
"13-4-2024 23:00:00 - 00:00:00","45395.9166666667","53 #","52.7333","0,98 #","0.9833","11 #","11.0000","41 #","40.7500","0 #","0.0000","0,85 #","0.8500","0,08 #","0.0833","52 #","52.4833","0 %","0.0000","100 %","0000010000"
"14-4-2024 00:00:00 - 01:00:00","45395.9583333333","49 #","49.4833","0,40 #","0.4000","8,13 #","8.1333","41 #","40.9500","0 #","0.0000","0,15 #","0.1500","0,13 #","0.1333","50 #","49.7833","0 %","0.0000","100 %","0000010000"
"14-4-2024 01:00:00 - 02:00:00","45396.0000000000","48 #","47.5932","0,24 #","0.2373","8,73 #","8.7288","39 #","38.6271","0 #","0.0000","0,80 #","0.7966","0,10 #","0.1017","47 #","47.4068","0 %","0.0000","100 %","0000010000"
"14-4-2024 02:00:00 - 03:00:00","45396.0416666667","47 #","47.3500","0,27 #","0.2667","9,10 #","9.1000","38 #","37.9833","0 #","0.0000","0,38 #","0.3833","0,08 #","0.0833","47 #","47.4000","0 %","0.0000","100 %","0000010000"
"14-4-2024 03:00:00 - 04:00:00","45396.0833333333","47 #","46.5500","0,20 #","0.2000","8,30 #","8.3000","38 #","38.0500","0 #","0.0000","0,23 #","0.2333","0,10 #","0.1000","47 #","46.8667","0 %","0.0000","100 %","0000010000"
"14-4-2024 04:00:00 - 05:00:00","45396.1250000000","46 #","45.9000","0,05 #","0.0500","6,23 #","6.2333","40 #","39.6167","0 #","0.0000","0,20 #","0.2000","0,07 #","0.0667","46 #","46.2667","0 %","0.0000","100 %","0000010000"
"14-4-2024 05:00:00 - 06:00:00","45396.1666666667","45 #","45.4500","0 #","0.0000","6,85 #","6.8500","39 #","38.6000","0 #","0.0000","0,38 #","0.3833","0 #","0.0000","46 #","45.6167","0 %","0.0000","100 %","0000010000"
"14-4-2024 06:00:00 - 07:00:00","45396.2083333333","45 #","45.4333","0 #","0.0000","6,32 #","6.3167","39 #","39.1167","0 #","0.0000","0,25 #","0.2500","0,08 #","0.0833","46 #","45.6667","0 %","0.0000","100 %","0000010000"
"14-4-2024 07:00:00 - 08:00:00","45396.2500000000","45 #","45.3667","0 #","0.0000","7,18 #","7.1833","38 #","38.1833","0 #","0.0000","0,17 #","0.1667","0,10 #","0.1000","46 #","45.7333","0 %","0.0000","100 %","0000010000"
"14-4-2024 08:00:00 - 09:00:00","45396.2916666667","46 #","45.8667","0,12 #","0.1167","7,40 #","7.4000","38 #","38.3500","0 #","0.0000","0,17 #","0.1667","0,15 #","0.1500","46 #","46.0833","0 %","0.0000","100 %","0000010000"
"14-4-2024 09:00:00 - 10:00:00","45396.3333333333","46 #","46.4333","0 #","0.0000","8,05 #","8.0500","38 #","38.3833","0 #","0.0000","0,10 #","0.1000","0 #","0.0000","47 #","46.9000","0 %","0.0000","100 %","0000010000"
"14-4-2024 10:00:00 - 11:00:00","45396.3750000000","47 #","47.3500","0,22 #","0.2167","8,92 #","8.9167","38 #","38.2167","0 #","0.0000","0,43 #","0.4333","0 #","0.0000","48 #","47.7333","0 %","0.0000","100 %","0000010000"
"14-4-2024 11:00:00 - 12:00:00","45396.4166666667","48 #","48.3167","0,13 #","0.1333","9,12 #","9.1167","39 #","39.0667","0 #","0.0000","0,10 #","0.1000","0,17 #","0.1667","49 #","48.6833","0 %","0.0000","100 %","0000010000"
"14-4-2024 12:00:00 - 13:00:00","45396.4583333333","53 #","53.4000","0,23 #","0.2333","11 #","10.8833","42 #","42.2833","0 #","0.0000","0,88 #","0.8833","0,13 #","0.1333","53 #","53.3167","0 %","0.0000","100 %","0000010000"
"14-4-2024 13:00:00 - 14:00:00","45396.5000000000","57 #","57.2833","0,45 #","0.4500","12 #","12.0333","45 #","44.8000","0 #","0.0000","0,72 #","0.7167","0,05 #","0.0500","57 #","57.3667","0 %","0.0000","100 %","0000010000"
"14-4-2024 14:00:00 - 15:00:00","45396.5416666667","62 #","61.9833","0,83 #","0.8333","15 #","15.3000","46 #","45.8500","0 #","0.0000","1,27 #","1.2667","0,33 #","0.3333","62 #","61.7667","0 %","0.0000","100 %","0000010000"
"14-4-2024 15:00:00 - 16:00:00","45396.5833333333","67 #","66.7667","1,35 #","1.3500","13 #","13.4833","52 #","51.9333","0 #","0.0000","1,87 #","1.8667","0,35 #","0.3500","66 #","66.3667","0 %","0.0000","100 %","0000010000"
"14-4-2024 16:00:00 - 17:00:00","45396.6250000000","72 #","72.4000","1,48 #","1.4833","16 #","15.9333","55 #","54.9833","0 #","0.0000","2,18 #","2.1833","0,77 #","0.7667","71 #","70.8667","0 %","0.0000","100 %","0000010000"
"14-4-2024 17:00:00 - 18:00:00","45396.6666666667","65 #","65.1000","0,75 #","0.7500","10 #","10.3167","54 #","54.0333","0 #","0.0000","1,17 #","1.1667","0,37 #","0.3667","65 #","64.6333","0 %","0.0000","100 %","0000010000"
"14-4-2024 18:00:00 - 19:00:00","45396.7083333333","64 #","63.5000","0,90 #","0.9000","12 #","11.5000","51 #","51.1000","0 #","0.0000","1,18 #","1.1833","0,65 #","0.6500","63 #","62.6167","0 %","0.0000","100 %","0000010000"
"14-4-2024 19:00:00 - 20:00:00","45396.7500000000","57 #","56.6667","1,35 #","1.3500","9,52 #","9.5167","46 #","45.8000","0 #","0.0000","0,68 #","0.6833","0,43 #","0.4333","57 #","56.6167","0 %","0.0000","100 %","0000010000"
"14-4-2024 20:00:00 - 21:00:00","45396.7916666667","55 #","54.5667","1,23 #","1.2333","12 #","11.7500","42 #","41.5833","0 #","0.0000","0,97 #","0.9667","0,20 #","0.2000","54 #","54.0833","0 %","0.0000","100 %","0000010000"
"14-4-2024 21:00:00 - 22:00:00","45396.8333333333","51 #","50.5833","0,22 #","0.2167","9,28 #","9.2833","41 #","41.0833","0 #","0.0000","0,03 #","0.0333","0,33 #","0.3333","51 #","50.7333","0 %","0.0000","100 %","0000010000"
"14-4-2024 22:00:00 - 23:00:00","45396.8750000000","50 #","50.2667","0,17 #","0.1667","8,72 #","8.7167","41 #","41.3833","0 #","0.0000","0,25 #","0.2500","0,08 #","0.0833","51 #","50.5000","0 %","0.0000","100 %","0000010000"
"14-4-2024 23:00:00 - 00:00:00","45396.9166666667","49 #","48.7167","0,57 #","0.5667","10 #","10.1833","38 #","37.9667","0 #","0.0000","0,35 #","0.3500","0,08 #","0.0833","49 #","48.8167","0 %","0.0000","100 %","0000010000"
"15-4-2024 00:00:00 - 01:00:00","45396.9583333333","47 #","46.6833","0,18 #","0.1833","9,17 #","9.1667","37 #","37.3333","0 #","0.0000","0,08 #","0.0833","0 #","0.0000","47 #","46.9167","0 %","0.0000","100 %","0000010000"
"15-4-2024 01:00:00 - 02:00:00","45397.0000000000","46 #","46.3833","0,10 #","0.1000","7,85 #","7.8500","38 #","38.4333","0 #","0.0000","0 #","0.0000","0,10 #","0.1000","47 #","46.9000","0 %","0.0000","100 %","0000010000"
"15-4-2024 02:00:00 - 03:00:00","45397.0416666667","47 #","46.5167","0,07 #","0.0667","7,37 #","7.3667","39 #","39.0833","0 #","0.0000","0,17 #","0.1667","0 #","0.0000","47 #","46.8333","0 %","0.0000","100 %","0000010000"
"15-4-2024 03:00:00 - 04:00:00","45397.0833333333","47 #","46.7500","0,38 #","0.3833","8,15 #","8.1500","38 #","38.2167","0 #","0.0000","0,17 #","0.1667","0,08 #","0.0833","47 #","46.7500","0 %","0.0000","100 %","0000010000"
"15-4-2024 04:00:00 - 05:00:00","45397.1250000000","47 #","46.5000","0,13 #","0.1333","8,13 #","8.1333","38 #","38.2333","0 #","0.0000","0 #","0.0000","0 #","0.0000","47 #","47.0000","0 %","0.0000","100 %","0000010000"
"15-4-2024 05:00:00 - 06:00:00","45397.1666666667","47 #","46.5263","0,14 #","0.1404","9,12 #","9.1228","37 #","37.2632","0 #","0.0000","0,09 #","0.0877","0 #","0.0000","47 #","46.9123","0 %","0.0000","100 %","0000010000"
"15-4-2024 06:00:00 - 07:00:00","45397.2083333333","47 #","46.6167","0,25 #","0.2500","8,97 #","8.9667","37 #","37.4000","0 #","0.0000","0,53 #","0.5333","0 #","0.0000","47 #","46.8000","0 %","0.0000","100 %","0000010000"
"15-4-2024 07:00:00 - 08:00:00","45397.2500000000","54 #","53.6667","0,72 #","0.7167","13 #","12.9667","40 #","39.9833","0 #","0.0000","0,53 #","0.5333","0,45 #","0.4500","54 #","53.9833","0 %","0.0000","100 %","0000010000"
"15-4-2024 08:00:00 - 09:00:00","45397.2916666667","103 #","103.3833","4,27 #","4.2667","29 #","29.2500","70 #","69.8667","0 #","0.0000","4,13 #","4.1333","1,80 #","1.8000","101 #","100.8500","0 %","0.0000","100 %","0000010000"
"15-4-2024 09:00:00 - 10:00:00","45397.3333333333","247 #","247.0500","7,03 #","7.0333","54 #","54.1833","186 #","185.8333","0 #","0.0000","9,12 #","9.1167","2,57 #","2.5667","240 #","239.5500","0 %","0.0000","100 %","0000010000"
"15-4-2024 10:00:00 - 11:00:00","45397.3750000000","288 #","287.9500","6,35 #","6.3500","59 #","59.1833","222 #","222.4167","0 #","0.0000","8,83 #","8.8333","3,05 #","3.0500","280 #","279.9500","0 %","0.0000","100 %","0000010000"
"15-4-2024 11:00:00 - 12:00:00","45397.4166666667","310 #","309.5833","7,15 #","7.1500","66 #","65.7667","237 #","236.6667","0 #","0.0000","10 #","10.4667","2,62 #","2.6167","301 #","300.7500","0 %","0.0000","100 %","0000010000"
"15-4-2024 12:00:00 - 13:00:00","45397.4583333333","294 #","294.2667","6,77 #","6.7667","69 #","69.3833","218 #","218.1167","0 #","0.0000","11 #","10.5333","3,58 #","3.5833","284 #","283.6667","0 %","0.0000","100 %","0000010000"
"15-4-2024 13:00:00 - 14:00:00","45397.5000000000","320 #","319.5833","6,80 #","6.8000","71 #","71.4500","241 #","241.3333","0 #","0.0000","13 #","13.3167","2,68 #","2.6833","308 #","307.5167","0 %","0.0000","100 %","0000010000"
"15-4-2024 14:00:00 - 15:00:00","45397.5416666667","324 #","324.0167","4,90 #","4.9000","61 #","60.9500","258 #","258.1667","0 #","0.0000","11 #","11.0000","3,53 #","3.5333","313 #","313.3500","0 %","0.0000","100 %","0000010000"
"15-4-2024 15:00:00 - 16:00:00","45397.5833333333","324 #","324.0000","6,03 #","6.0339","72 #","71.8814","246 #","246.0847","0 #","0.0000","18 #","17.6780","5,41 #","5.4068","305 #","304.7458","0 %","0.0000","100 %","0000010000"
"15-4-2024 16:00:00 - 17:00:00","45397.6250000000","242 #","242.0500","4,22 #","4.2167","50 #","50.0333","188 #","187.8000","0 #","0.0000","11 #","10.6667","3,27 #","3.2667","230 #","229.9333","0 %","0.0000","100 %","0000010000"
"15-4-2024 17:00:00 - 18:00:00","45397.6666666667","150 #","150.3500","4,68 #","4.6833","39 #","39.4833","106 #","106.1833","0 #","0.0000","8,10 #","8.1000","2,25 #","2.2500","141 #","141.4667","0 %","0.0000","100 %","0000010000"
"15-4-2024 18:00:00 - 19:00:00","45397.7083333333","78 #","78.4833","1,72 #","1.7167","19 #","18.6833","58 #","58.0833","0 #","0.0000","2,13 #","2.1333","0,77 #","0.7667","77 #","76.5833","0 %","0.0000","100 %","0000010000"
"15-4-2024 19:00:00 - 20:00:00","45397.7500000000","73 #","72.9333","1,65 #","1.6500","17 #","16.7667","55 #","54.5167","0 #","0.0000","1,13 #","1.1333","0,38 #","0.3833","72 #","72.3167","0 %","0.0000","100 %","0000010000"
"15-4-2024 20:00:00 - 21:00:00","45397.7916666667","66 #","66.0333","1,22 #","1.2167","14 #","14.0333","51 #","50.7833","0 #","0.0000","0,88 #","0.8833","0,25 #","0.2500","66 #","66.2500","0 %","0.0000","100 %","0000010000"
"15-4-2024 21:00:00 - 22:00:00","45397.8333333333","59 #","59.1833","0,45 #","0.4500","11 #","11.1500","48 #","47.5833","0 #","0.0000","0,92 #","0.9167","0,13 #","0.1333","60 #","59.5000","0 %","0.0000","100 %","0000010000"
"15-4-2024 22:00:00 - 23:00:00","45397.8750000000","54 #","54.0333","0,93 #","0.9333","12 #","11.8000","41 #","41.3000","0 #","0.0000","1,12 #","1.1167","0,13 #","0.1333","54 #","54.0167","0 %","0.0000","100 %","0000010000"
"15-4-2024 23:00:00 - 00:00:00","45397.9166666667","50 #","50.4333","0,13 #","0.1333","8,90 #","8.9000","41 #","41.4000","0 #","0.0000","0,57 #","0.5667","0,08 #","0.0833","51 #","50.5333","0 %","0.0000","100 %","0000010000"
"16-4-2024 00:00:00 - 01:00:00","45397.9583333333","48 #","48.2167","0,17 #","0.1667","8,25 #","8.2500","40 #","39.8000","0 #","0.0000","0 #","0.0000","0 #","0.0000","49 #","49.1333","0 %","0.0000","100 %","0000010000"
"16-4-2024 01:00:00 - 02:00:00","45398.0000000000","47 #","46.5932","0,39 #","0.3898","8,73 #","8.7288","37 #","37.4746","0 #","0.0000","0,10 #","0.1017","0,12 #","0.1186","47 #","47.1525","0 %","0.0000","100 %","0000010000"
"16-4-2024 02:00:00 - 03:00:00","45398.0416666667","46 #","46.3333","0,07 #","0.0667","8,53 #","8.5333","38 #","37.7333","0 #","0.0000","0,17 #","0.1667","0,08 #","0.0833","47 #","46.7500","0 %","0.0000","100 %","0000010000"
"16-4-2024 03:00:00 - 04:00:00","45398.0833333333","47 #","46.5333","0,07 #","0.0667","8,65 #","8.6500","38 #","37.8167","0 #","0.0000","0,08 #","0.0833","0,27 #","0.2667","47 #","46.6500","0 %","0.0000","100 %","0000010000"
"16-4-2024 04:00:00 - 05:00:00","45398.1250000000","46 #","46.4667","0,33 #","0.3333","9,07 #","9.0667","37 #","37.0667","0 #","0.0000","0,27 #","0.2667","0 #","0.0000","47 #","46.7333","0 %","0.0000","100 %","0000010000"
"16-4-2024 05:00:00 - 06:00:00","45398.1666666667","46 #","46.4167","0,08 #","0.0833","9,40 #","9.4000","37 #","36.9333","0 #","0.0000","0,17 #","0.1667","0,08 #","0.0833","47 #","46.7500","0 %","0.0000","100 %","0000010000"
"16-4-2024 06:00:00 - 07:00:00","45398.2083333333","47 #","46.6333","0,07 #","0.0667","9,08 #","9.0833","37 #","37.4833","0 #","0.0000","0,27 #","0.2667","0,08 #","0.0833","47 #","46.7833","0 %","0.0000","100 %","0000010000"
"16-4-2024 07:00:00 - 08:00:00","45398.2500000000","55 #","55.3167","0,72 #","0.7167","14 #","13.8667","41 #","40.7333","0 #","0.0000","0,68 #","0.6833","0,18 #","0.1833","55 #","55.4500","0 %","0.0000","100 %","0000010000"
"16-4-2024 08:00:00 - 09:00:00","45398.2916666667","103 #","102.6333","2,87 #","2.8667","28 #","28.2500","72 #","71.5167","0 #","0.0000","2,57 #","2.5667","1,07 #","1.0667","102 #","101.5167","0 %","0.0000","100 %","0000010000"
"16-4-2024 09:00:00 - 10:00:00","45398.3333333333","251 #","250.5667","6,92 #","6.9167","54 #","54.0667","190 #","189.5833","0 #","0.0000","12 #","11.8167","3 #","3.0000","241 #","240.5000","0 %","0.0000","100 %","0000010000"
"16-4-2024 10:00:00 - 11:00:00","45398.3750000000","315 #","314.8500","7,40 #","7.4000","64 #","64.4833","243 #","242.9667","0 #","0.0000","13 #","13.3000","3,37 #","3.3667","302 #","302.4667","0 %","0.0000","100 %","0000010000"
"16-4-2024 11:00:00 - 12:00:00","45398.4166666667","320 #","319.5000","7,62 #","7.6167","67 #","66.5500","245 #","245.3333","0 #","0.0000","13 #","13.1667","3,23 #","3.2333","307 #","307.1833","0 %","0.0000","100 %","0000010000"
"16-4-2024 12:00:00 - 13:00:00","45398.4583333333","301 #","300.8000","6,08 #","6.0833","74 #","73.5500","221 #","221.1667","0 #","0.0000","16 #","15.8167","4,88 #","4.8833","285 #","284.8333","0 %","0.0000","100 %","0000010000"
"16-4-2024 13:00:00 - 14:00:00","45398.5000000000","344 #","343.6500","8,92 #","8.9167","75 #","74.5833","260 #","260.1500","0 #","0.0000","20 #","19.5000","4,62 #","4.6167","324 #","324.3833","0 %","0.0000","100 %","0000010000"
"16-4-2024 14:00:00 - 15:00:00","45398.5416666667","356 #","356.4833","6,33 #","6.3333","72 #","72.4833","278 #","277.6667","0 #","0.0000","15 #","15.2500","3,85 #","3.8500","341 #","341.3500","0 %","0.0000","100 %","0000010000"
"16-4-2024 15:00:00 - 16:00:00","45398.5833333333","358 #","357.5833","7,27 #","7.2667","67 #","67.4333","283 #","282.8833","0 #","0.0000","14 #","13.8667","3,98 #","3.9833","344 #","343.5500","0 %","0.0000","100 %","0000010000"
"16-4-2024 16:00:00 - 17:00:00","45398.6250000000","291 #","291.3220","9,80 #","9.7966","67 #","67.3898","214 #","214.1356","0 #","0.0000","18 #","17.7966","4,25 #","4.2542","273 #","272.9153","0 %","0.0000","100 %","0000010000"
"16-4-2024 17:00:00 - 18:00:00","45398.6666666667","151 #","150.9833","7,60 #","7.6000","46 #","45.8333","98 #","97.5500","0 #","0.0000","11 #","11.2500","2,03 #","2.0333","140 #","140.0167","0 %","0.0000","100 %","0000010000"
"16-4-2024 18:00:00 - 19:00:00","45398.7083333333","85 #","85.3833","4,47 #","4.4667","24 #","24.1000","57 #","56.8167","0 #","0.0000","3,43 #","3.4333","0,80 #","0.8000","83 #","82.7000","0 %","0.0000","100 %","0000010000"
"16-4-2024 19:00:00 - 20:00:00","45398.7500000000","61 #","61.3667","1,55 #","1.5500","15 #","15.2167","45 #","44.6000","0 #","0.0000","0,38 #","0.3833","0,10 #","0.1000","62 #","62.0000","0 %","0.0000","100 %","0000010000"
"16-4-2024 20:00:00 - 21:00:00","45398.7916666667","60 #","60.2833","2,15 #","2.1500","14 #","14.2500","44 #","43.8833","0 #","0.0000","1 #","1.0000","0,12 #","0.1167","61 #","60.8167","0 %","0.0000","100 %","0000010000"
"16-4-2024 21:00:00 - 22:00:00","45398.8333333333","57 #","56.8333","1,82 #","1.8167","13 #","13.4833","42 #","41.5333","0 #","0.0000","0,97 #","0.9667","0,05 #","0.0500","57 #","56.8167","0 %","0.0000","100 %","0000010000"
"16-4-2024 22:00:00 - 23:00:00","45398.8750000000","52 #","51.8667","1,02 #","1.0167","11 #","11.1667","40 #","39.6833","0 #","0.0000","0 #","0.0000","0 #","0.0000","53 #","52.5667","0 %","0.0000","100 %","0000010000"
"16-4-2024 23:00:00 - 00:00:00","45398.9166666667","52 #","51.8333","1,38 #","1.3833","11 #","10.5667","40 #","39.8833","0 #","0.0000","0,52 #","0.5167","0,10 #","0.1000","52 #","52.4833","0 %","0.0000","100 %","0000010000"
"17-4-2024 00:00:00 - 01:00:00","45398.9583333333","49 #","49.3167","0,17 #","0.1667","8,93 #","8.9333","40 #","40.2167","0 #","0.0000","0,22 #","0.2167","0 #","0.0000","50 #","49.8167","0 %","0.0000","100 %","0000010000"
"17-4-2024 01:00:00 - 02:00:00","45399.0000000000","48 #","48.1833","0,13 #","0.1333","9,82 #","9.8167","38 #","38.2333","0 #","0.0000","0,33 #","0.3333","0 #","0.0000","49 #","48.5333","0 %","0.0000","100 %","0000010000"
"17-4-2024 02:00:00 - 03:00:00","45399.0416666667","46 #","46.2667","0,15 #","0.1500","10 #","10.1000","36 #","36.0167","0 #","0.0000","0,08 #","0.0833","0 #","0.0000","47 #","47.0833","0 %","0.0000","100 %","0000010000"
"17-4-2024 03:00:00 - 04:00:00","45399.0833333333","46 #","46.4500","0,15 #","0.1500","8,30 #","8.3000","38 #","38.0000","0 #","0.0000","0,08 #","0.0833","0 #","0.0000","47 #","47.0833","0 %","0.0000","100 %","0000010000"
"17-4-2024 04:00:00 - 05:00:00","45399.1250000000","46 #","46.3667","0,18 #","0.1833","8,38 #","8.3833","38 #","37.8000","0 #","0.0000","0 #","0.0000","0 #","0.0000","47 #","47.0333","0 %","0.0000","100 %","0000010000"
"17-4-2024 05:00:00 - 06:00:00","45399.1666666667","46 #","46.3000","0,13 #","0.1333","8,70 #","8.7000","37 #","37.4667","0 #","0.0000","0,03 #","0.0333","0 #","0.0000","47 #","47.1167","0 %","0.0000","100 %","0000010000"
"17-4-2024 06:00:00 - 07:00:00","45399.2083333333","46 #","46.4167","0,10 #","0.1000","7,85 #","7.8500","38 #","38.4667","0 #","0.0000","0,25 #","0.2500","0,08 #","0.0833","47 #","46.9167","0 %","0.0000","100 %","0000010000"
"17-4-2024 07:00:00 - 08:00:00","45399.2500000000","51 #","51.1333","0,48 #","0.4833","11 #","10.7667","40 #","39.8833","0 #","0.0000","0,35 #","0.3500","0,08 #","0.0833","52 #","51.6833","0 %","0.0000","100 %","0000010000"
"17-4-2024 08:00:00 - 09:00:00","45399.2916666667","77 #","76.7500","2,12 #","2.1167","21 #","21.4833","53 #","53.1500","0 #","0.0000","3,63 #","3.6333","0,63 #","0.6333","74 #","74.2000","0 %","0.0000","100 %","0000010000"
"17-4-2024 09:00:00 - 10:00:00","45399.3333333333","208 #","207.6833","5,38 #","5.3833","47 #","47.1667","155 #","155.1333","0 #","0.0000","11 #","11.0167","2,60 #","2.6000","198 #","198.2333","0 %","0.0000","100 %","0000010000"
"17-4-2024 10:00:00 - 11:00:00","45399.3750000000","261 #","261.1500","6,10 #","6.1000","49 #","49.0000","206 #","206.0500","0 #","0.0000","12 #","12.2167","3,72 #","3.7167","249 #","248.5667","0 %","0.0000","100 %","0000010000"
