name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,cinema_visitors
"Haarlem, Netherlands",01/01/2023,13.7,10.4,11.8,13.7,10.4,11.8,8.4,80.1,8.331,100,29.17,rain,0,0,71.5,45.8,213.8,1010.4,99.6,23.8,19.5,1.7,1,10,2023-01-01T08:51:43,2023-01-01T16:38:19,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",484
"Haarlem, Netherlands",02/01/2023,11.1,5.5,8.7,11.1,3.1,6.6,7.2,90.8,6.711,100,45.83,rain,0,0,37.7,27.7,238.2,1014.7,79.2,26.2,12.5,1.2,1,10,2023-01-02T08:51:34,2023-01-02T16:39:25,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",832
"Haarlem, Netherlands",03/01/2023,9.6,2.3,6.2,5.6,-0.7,3.1,4.5,88.8,0.32,100,12.5,rain,0,0,49.8,38.2,182.1,1023.7,80.9,20.2,11.8,0.9,1,10,2023-01-03T08:51:22,2023-01-03T16:40:33,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06260099999,E5029,06249099999,06240099999,C0449,06257099999,06344099999",872
"Haarlem, Netherlands",04/01/2023,11.9,9,11,11.9,4.7,10.4,9.4,90.4,10.531,100,54.17,rain,0,0,74.4,51.4,230.9,1012.8,100,12,11.4,1,1,10,2023-01-04T08:51:07,2023-01-04T16:41:44,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",1003
"Haarlem, Netherlands",05/01/2023,10.8,9.7,10.2,10.8,6.9,9.6,8.5,89.4,1.332,100,29.17,rain,0,0,53.9,39,246.8,1017.6,94.2,10.2,18,1.6,1,10,2023-01-05T08:50:48,2023-01-05T16:42:58,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",851
"Haarlem, Netherlands",06/01/2023,10.7,8.5,9.8,10.7,6,8,7.8,87.4,0.79,100,29.17,rain,0,0,54.8,38.2,219.6,1015.3,88.9,27.8,19.2,1.6,1,10,2023-01-06T08:50:26,2023-01-06T16:44:14,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,C0449,06257099999,06344099999",901
"Haarlem, Netherlands",07/01/2023,11.3,9.1,10.5,11.3,5.3,9.9,7.7,83.3,0.691,100,33.33,rain,0,0,50.2,38,180.9,1008,100,34.8,21.3,1.9,1,10,2023-01-07T08:50:01,2023-01-07T16:45:33,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,06257099999",1082
"Haarlem, Netherlands",08/01/2023,10.1,6.7,8.5,10.1,3.1,5.4,5.4,80.7,1.733,100,16.67,rain,0,0,52.4,31.5,187,997.9,66.4,38.3,23.9,2.1,1,10,2023-01-08T08:49:32,2023-01-08T16:46:54,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",727
"Haarlem, Netherlands",09/01/2023,8.5,5.9,7.3,5.2,1.8,3.9,5.1,86.2,1.788,100,54.17,rain,0,0,42.2,31,242.6,997.5,87.2,25.8,17.3,1.6,1,10,2023-01-09T08:49:00,2023-01-09T16:48:18,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",362
"Haarlem, Netherlands",10/01/2023,10.3,6.3,7.5,10.3,1.3,3.9,5.5,87.5,7.235,100,50,rain,0,0,54,39.2,199.9,1011.3,94.7,13,12,1.1,1,10,2023-01-10T08:48:24,2023-01-10T16:49:43,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",344
"Haarlem, Netherlands",11/01/2023,11,8.7,9.7,11,4.3,7.1,7.6,86.6,1.866,100,33.33,rain,0,0,57.8,42.7,228.3,1007.1,79,14.5,23.8,2.1,1,10,2023-01-11T08:47:46,2023-01-11T16:51:11,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,E5029,06249099999,06240099999,C0449,06257099999,06344099999",406
"Haarlem, Netherlands",12/01/2023,11.5,9.1,10.3,11.5,4.5,8.9,8.9,91,13.152,100,95.83,rain,0,0,74.6,49.3,230.9,1002.7,96.3,10.2,8.3,0.7,0,10,2023-01-12T08:47:04,2023-01-12T16:52:41,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",365
"Haarlem, Netherlands",13/01/2023,9.4,8.4,9,5.5,3.8,4.8,4.8,75.2,1.841,100,37.5,rain,0,0,71.6,46.2,244,1004.8,89.6,17.2,16.5,1.5,1,10,2023-01-13T08:46:19,2023-01-13T16:54:13,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,E0997,06344099999",774
"Haarlem, Netherlands",14/01/2023,10.6,6.4,8.3,10.6,1.8,5.4,6.4,88.2,9.757,100,66.67,rain,0,0,67.3,45.4,216.6,1002.3,100,12.9,4,0.4,0,10,2023-01-14T08:45:31,2023-01-14T16:55:46,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",1155
"Haarlem, Netherlands",15/01/2023,7.9,4.5,6.8,3.7,-0.1,2.1,2.6,75.2,7.576,100,45.83,rain,0,0,72,51.6,239.4,996.8,83.3,26.2,12.8,0.9,1,10,2023-01-15T08:44:40,2023-01-15T16:57:21,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",924
"Haarlem, Netherlands",16/01/2023,4.9,3.1,3.9,2.6,-1.5,0,2.8,92.9,13.75,100,75,rain,0.1,0,55.4,37.6,162.2,983.4,92.5,21,4.9,0.6,0,10,2023-01-16T08:43:45,2023-01-16T16:58:58,0.82,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",283
"Haarlem, Netherlands",17/01/2023,5,1.2,2.9,2.7,-2.7,-0.7,-2,70.8,10.329,100,29.17,"rain,snow",0,0,56.1,33.7,258.7,986.7,29.6,39.4,30.8,2.6,2,10,2023-01-17T08:42:48,2023-01-17T17:00:37,0.85,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",345
"Haarlem, Netherlands",18/01/2023,5.4,0.3,3.2,0.7,-3.8,-1.1,-0.5,77,0.673,100,16.67,"rain,snow",0,0,50.1,34,233.7,993.7,66.2,36.4,29,2.6,2,10,2023-01-18T08:41:48,2023-01-18T17:02:17,0.89,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",377
"Haarlem, Netherlands",19/01/2023,5.8,1.2,4.1,2.9,-2.8,0.5,0.1,75.6,6.519,100,37.5,"rain,snow",0,0,53,31.9,269,1003.6,73,32.4,29.8,2.6,2,10,2023-01-19T08:40:45,2023-01-19T17:03:58,0.92,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",400
"Haarlem, Netherlands",20/01/2023,2.2,0.1,1.4,-1.3,-4.3,-2.7,0.4,93.7,5.329,100,54.17,"rain,snow",0.2,0.1,34.7,17.9,137.8,1014.3,81.6,9,9.3,0.7,1,10,2023-01-20T08:39:40,2023-01-20T17:05:41,0.95,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",670
"Haarlem, Netherlands",21/01/2023,2.4,-2.8,-0.4,2.4,-5.5,-2.7,-1.3,94.3,2.007,100,4.17,snow,0,0,20.9,13.7,40.1,1032,50.5,5.8,30.7,2.6,2,10,2023-01-21T08:38:31,2023-01-21T17:07:25,0,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,remote,06257099999,06344099999",1021
"Haarlem, Netherlands",22/01/2023,2.4,-1.4,1.4,-0.1,-5,-2.3,-0.9,85.5,0,0,0,,0,0,32,21,26.4,1034.4,95.4,29.2,16.5,1.4,1,10,2023-01-22T08:37:20,2023-01-22T17:09:10,0.02,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,E5029,06249099999,06240099999,06257099999",759
"Haarlem, Netherlands",23/01/2023,4.4,2.4,3.1,1.8,-1.2,0.1,1,86.5,0,0,0,,0,0,27.2,17.1,57.8,1037.5,96.3,23.7,27.6,2.4,2,10,2023-01-23T08:36:07,2023-01-23T17:10:56,0.05,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",438
"Haarlem, Netherlands",24/01/2023,3.2,0.8,2.1,0.8,-2.1,-1,-0.1,85.1,0.045,100,4.17,rain,0,0,27.7,17.1,86.6,1039.1,100,18.2,12.2,1.1,1,10,2023-01-24T08:34:51,2023-01-24T17:12:43,0.09,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",553
"Haarlem, Netherlands",25/01/2023,1.8,-0.6,0.6,0.7,-4.4,-2.4,-0.6,91.5,0.473,100,8.33,rain,0,0,28.2,21,181.9,1032.7,100,4.4,11.5,0.9,1,10,2023-01-25T08:33:32,2023-01-25T17:14:31,0.12,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",363
"Haarlem, Netherlands",26/01/2023,7.5,0.9,4.9,4.9,-3.6,2,3.2,88.7,1.829,100,37.5,"rain,snow",0,0,39,27.7,358.3,1025.4,84.2,13.5,27.4,2.3,2,10,2023-01-26T08:32:11,2023-01-26T17:16:20,0.15,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",387
"Haarlem, Netherlands",27/01/2023,6.1,2.8,4.1,2.5,-1.5,0,0.7,78.5,0.045,100,4.17,rain,0,0,45.8,31.1,39.8,1028.3,94.7,40.8,27.3,2.5,2,10,2023-01-27T08:30:47,2023-01-27T17:18:10,0.19,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",679
"Haarlem, Netherlands",28/01/2023,5.4,1.8,3.7,4,-0.3,1.6,0,77.3,0,0,0,,0,0,17.9,13.6,279.4,1030.5,82.5,40.3,39.2,3.3,2,10,2023-01-28T08:29:21,2023-01-28T17:20:00,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",1034
"Haarlem, Netherlands",29/01/2023,7.1,4.3,5.5,3.5,0.1,1.7,3.3,85.4,0.057,100,8.33,rain,0,0,47.2,28.3,216.4,1024.8,98,15.9,10.9,1,1,10,2023-01-29T08:27:53,2023-01-29T17:21:51,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",820
"Haarlem, Netherlands",30/01/2023,8.2,5,7.2,3.8,1.3,3,3.8,79.5,0.626,100,29.17,rain,0,0,64.2,42.2,283.7,1018.7,68.3,16,34.8,3.1,2,10,2023-01-30T08:26:23,2023-01-30T17:23:42,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999,E0997",341
"Haarlem, Netherlands",31/01/2023,8.9,5.1,6.9,4.4,1.5,2.9,4.2,83.2,0.233,100,12.5,rain,0,0,60.2,45.1,256.1,1020.8,58.1,16.6,29.8,2.6,2,10,2023-01-31T08:24:51,2023-01-31T17:25:34,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",338
"Haarlem, Netherlands",01/02/2023,8.4,6.5,7.5,5,1.4,2.9,3.9,78.1,0.058,100,12.5,rain,0,0,64.2,46,268.8,1018.3,93.2,15.8,23,2,1,10,2023-02-01T08:23:16,2023-02-01T17:27:27,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,remote,06257099999,06344099999",451
"Haarlem, Netherlands",02/02/2023,9.1,7,8.1,5.8,3.1,4.3,6.5,89.1,1.95,100,54.17,rain,0,0,54.2,34.5,267,1022.6,99,15.5,18.2,1.5,1,10,2023-02-02T08:21:40,2023-02-02T17:29:19,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,remote,06257099999,06344099999",411
"Haarlem, Netherlands",03/02/2023,9.4,7.9,8.7,6.5,4.6,5.2,6.4,85.4,0.137,100,8.33,rain,0,0,59.5,38.4,269.3,1026.2,99.6,20.1,17.8,1.4,1,10,2023-02-03T08:20:01,2023-02-03T17:31:13,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,remote,06257099999,06344099999",829
"Haarlem, Netherlands",04/02/2023,8.9,5.2,7.2,8.9,3.9,6.5,6.3,93.8,0,0,0,rain,0,0,31.3,14.5,269.3,1035.8,99.5,12.9,28.7,2.4,1,10,2023-02-04T08:18:21,2023-02-04T17:33:06,0.46,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,E5029,06249099999,06240099999,remote,06257099999,06344099999","1,128"
"Haarlem, Netherlands",05/02/2023,8.2,3.5,6.8,5.7,1.7,3.4,4.2,83.9,1.595,100,16.67,rain,0,0,57.2,36.3,339.9,1039.7,89,14.8,48.4,4.2,2,10,2023-02-05T08:16:38,2023-02-05T17:35:00,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,E5029,06249099999,06240099999,remote,06257099999,06344099999",769
"Haarlem, Netherlands",06/02/2023,8,1.3,4.2,7.2,-1,2.9,2.8,90.5,0,0,0,,0,0,26.7,14.2,19.5,1042,56.7,13.7,42,3.7,2,10,2023-02-06T08:14:54,2023-02-06T17:36:53,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,E5029,06348099999,06249099999,06240099999,remote,06257099999,06344099999",333
"Haarlem, Netherlands",07/02/2023,5.8,-1.8,1.1,4.1,-4.1,-0.3,-1.1,86.4,0.047,100,4.17,"rain,snow",0,0,17.4,13.8,132.1,1040,5.3,17.2,55.5,4.8,3,10,2023-02-07T08:13:08,2023-02-07T17:38:47,0.56,"Snow, Rain",Clear conditions throughout the day with morning rain or snow.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",287
"Haarlem, Netherlands",08/02/2023,6.8,-2.6,1.2,4,-6.3,-0.8,-3.9,71.4,0,0,0,,0,0,24.1,14.2,143.9,1036.4,50.9,28.3,59.1,4.9,3,10,2023-02-08T08:11:21,2023-02-08T17:40:41,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",362
"Haarlem, Netherlands",09/02/2023,6.3,-0.2,3,4.1,-5.1,-0.2,-0.4,78.5,0,0,0,rain,0,0,25.1,17.8,203.9,1031.6,95.4,25.4,30.5,2.6,2,10,2023-02-09T08:09:31,2023-02-09T17:42:35,0.63,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",317
"Haarlem, Netherlands",10/02/2023,8,1.4,5.3,4.2,-2.5,1.7,3.1,86,0,0,0,,0,0,42.8,28.2,224.9,1035,91.4,16.4,48.5,4.2,3,10,2023-02-10T08:07:40,2023-02-10T17:44:29,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",652
"Haarlem, Netherlands",11/02/2023,9.5,6.7,7.7,6.6,3.3,5,6.1,89.8,0,0,0,,0,0,38.8,21.7,262.1,1034.6,100,18.1,39.7,3.4,2,10,2023-02-11T08:05:48,2023-02-11T17:46:23,0.7,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",1014
"Haarlem, Netherlands",12/02/2023,8.4,5.8,7.2,8.4,4.4,6.5,4.3,82.1,0,0,0,,0,0,17.1,7.2,224.7,1038.6,100,21.2,18,1.5,1,10,2023-02-12T08:03:54,2023-02-12T17:48:17,0.73,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",763
"Haarlem, Netherlands",13/02/2023,11,2.1,7,11,-0.5,5.7,4.3,83.3,0,0,0,,0,0,20.8,14.5,113.7,1036.3,56.8,11.2,62.8,5.2,3,10,2023-02-13T08:01:58,2023-02-13T17:50:11,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",274
"Haarlem, Netherlands",14/02/2023,11.1,0.6,4.8,11.1,-1.6,4.1,3.2,90.2,0,0,0,,0,0,17.5,10.8,151.8,1032.5,9.3,6.2,67,5.8,3,10,2023-02-14T08:00:02,2023-02-14T17:52:05,0.8,Clear,Clear conditions throughout the day.,clear-day,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",450
"Haarlem, Netherlands",15/02/2023,10.3,0,5.3,10.3,-1.9,3.5,2.7,84.8,0,0,0,,0,0,21.6,17.1,172.1,1025.4,71.5,6.3,56.1,4.7,2,10,2023-02-15T07:58:03,2023-02-15T17:53:59,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",424
"Haarlem, Netherlands",16/02/2023,10.6,6,8.1,10.6,3.6,5.5,6.4,89.2,1.97,100,41.67,rain,0,0,36.7,27.7,207.6,1020.9,91.4,6.7,31.8,2.6,2,10,2023-02-16T07:56:04,2023-02-16T17:55:52,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",337
"Haarlem, Netherlands",17/02/2023,10.3,8.7,9.6,10.3,4.8,6.9,8.4,92.5,0.849,100,12.5,rain,0,0,73.4,46,238.7,1018.4,99.5,13.1,33.5,3,2,10,2023-02-17T07:54:03,2023-02-17T17:57:45,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",714
"Haarlem, Netherlands",18/02/2023,10.6,8.9,9.6,10.6,5.3,6.9,8.4,92.2,0.796,100,37.5,rain,0,0,63.9,42.2,244.6,1018.1,100,12.7,47.7,4.3,2,10,2023-02-18T07:52:01,2023-02-18T17:59:39,0.94,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",1107
"Haarlem, Netherlands",19/02/2023,9.2,6,7.7,6.5,2.6,4.8,6.4,91.2,2.283,100,41.67,rain,0,0,42.6,28.6,274.5,1022.3,100,22.6,19.9,1.9,1,10,2023-02-19T07:49:58,2023-02-19T18:01:31,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",755
"Haarlem, Netherlands",20/02/2023,9.1,6.9,8.2,5.2,3.4,4.2,6.7,90.5,0.045,100,4.17,rain,0,0,60.6,42,234.8,1021.3,100,18.4,35.1,3,1,10,2023-02-20T07:47:54,2023-02-20T18:03:24,0,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",335
"Haarlem, Netherlands",21/02/2023,9,7.1,8.2,6.9,4.8,5.7,7.3,93.9,0,0,0,,0,0,39.2,28.2,235.9,1018.4,100,7,16.3,1.3,1,10,2023-02-21T07:45:48,2023-02-21T18:05:17,0.04,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,E5029,06348099999,06249099999,06240099999,C0449,06257099999",349
"Haarlem, Netherlands",22/02/2023,8.9,4.2,6.7,7.2,1,4.3,5.4,91.2,0.85,100,12.5,rain,0,0,24.7,17.3,175.7,1012.2,100,5.9,34,3,2,10,2023-02-22T07:43:42,2023-02-22T18:07:09,0.07,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",453
"Haarlem, Netherlands",23/02/2023,8.7,3.1,6.6,7.1,1.1,4.7,5,89.7,0.156,100,29.17,rain,0,0,32.7,18.1,328.8,1015.3,92.8,8.8,27.7,2.3,2,10,2023-02-23T07:41:34,2023-02-23T18:09:01,0.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",330
"Haarlem, Netherlands",24/02/2023,8.1,3.4,5.6,4,0.5,1.8,2.3,79.9,2.193,100,54.17,rain,0,0,57,31.8,293.7,1009.4,93.7,22.5,38.6,3.5,2,10,2023-02-24T07:39:26,2023-02-24T18:10:52,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",645
"Haarlem, Netherlands",25/02/2023,7.1,1.5,4.8,3.8,-1.4,1,-0.7,68.4,1.761,100,29.17,"rain,snow",0,0,43.5,28.7,352.4,1012.5,52.4,31,61.8,5.2,3,10,2023-02-25T07:37:17,2023-02-25T18:12:44,0.17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",953
"Haarlem, Netherlands",26/02/2023,6.2,0.2,3.1,2.1,-4,-0.9,-3.1,64.6,0.134,100,4.17,"rain,snow",0,0,42.6,26.2,37.2,1025.1,39.7,41.8,84.9,7.2,4,10,2023-02-26T07:35:07,2023-02-26T18:14:35,0.2,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",643
"Haarlem, Netherlands",27/02/2023,7.1,-2.8,2.8,3.3,-6.5,0,-1.8,73.7,0,0,0,,0,0,42.1,27.7,44,1030.7,41.8,40.4,83.9,7.2,4,10,2023-02-27T07:32:55,2023-02-27T18:16:25,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",462
"Haarlem, Netherlands",28/02/2023,6,0.2,3,3.7,-2.7,0.8,-0.3,80.5,1.463,100,20.83,rain,0,0,30.4,14.4,62.3,1031.8,55.3,31.8,79,6.7,5,10,2023-02-28T07:30:44,2023-02-28T18:18:16,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06260099999,E5029,06249099999,06240099999,C0449,06257099999,06344099999,E0997",497
"Haarlem, Netherlands",01/03/2023,6.7,-2.9,2.3,3.4,-5.6,0,-1,80.7,1.071,100,4.17,snow,0,0,34.8,21.2,46.4,1028.9,3.1,18.7,94.7,8,4,10,2023-03-01T07:28:31,2023-03-01T18:20:06,0.3,Snow,Clear conditions throughout the day with morning snow.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",609
"Haarlem, Netherlands",02/03/2023,7.1,1.5,3.6,3.4,-3.2,-0.6,1.5,86.7,0,0,0,,0,0,34.6,24.8,43.7,1025.2,27.3,12.2,97,8.3,4,10,2023-03-02T07:26:18,2023-03-02T18:21:56,0.33,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06260099999,E5029,06249099999,06240099999,remote,06257099999,06344099999",495
"Haarlem, Netherlands",03/03/2023,7.3,1.2,4.5,5,-2.2,2,1.3,80.6,0,0,0,,0,0,34,17.3,6.4,1026.5,75.4,25.9,59.1,5.1,3,10,2023-03-03T07:24:04,2023-03-03T18:23:46,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,E5029,06348099999,06249099999,06240099999,remote,06257099999,E0997,06344099999",651
"Haarlem, Netherlands",04/03/2023,7.5,3.8,6,4.2,1.8,3.1,2.4,77.7,0.334,100,12.5,rain,0,0,38.4,23.8,337.2,1025.6,98.8,29.6,51.6,4.6,2,10,2023-03-04T07:21:49,2023-03-04T18:25:35,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",889
"Haarlem, Netherlands",05/03/2023,6.2,1.5,3.9,3.9,-1.7,1.7,1.3,83.1,1.531,100,37.5,rain,0,0,28,17.3,282.6,1016.8,98.4,38.9,63.1,5.4,3,10,2023-03-05T07:19:33,2023-03-05T18:27:24,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",751
"Haarlem, Netherlands",06/03/2023,6.3,1.8,4,5,-1.6,0.8,1.6,84.9,3.45,100,45.83,rain,0,0,45.5,34.2,233.4,1004.4,99.6,30,52.7,4.5,2,10,2023-03-06T07:17:18,2023-03-06T18:29:13,0.46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",310
"Haarlem, Netherlands",07/03/2023,5.2,0.9,3,1,-2,-0.5,0.6,83.8,3.921,100,62.5,"rain,snow",0,0,36.6,24.1,277.4,997.7,85.2,29.3,38,3.1,1,10,2023-03-07T07:15:01,2023-03-07T18:31:01,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",399
"Haarlem, Netherlands",08/03/2023,3.5,-1.5,1.3,1.3,-5.1,-1.9,-1.1,84.5,1.059,100,45.83,"rain,snow",0,0,34.2,24,87,995.3,95.2,22.8,60.3,5.3,3,10,2023-03-08T07:12:44,2023-03-08T18:32:50,0.53,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",514
"Haarlem, Netherlands",09/03/2023,2.8,0.5,1.7,-0.1,-4.4,-2.4,0.2,90.1,7.506,100,62.5,"rain,snow",0.7,0.3,38.8,25.1,72.9,994.8,100,12.4,33.1,2.9,2,10,2023-03-09T07:10:27,2023-03-09T18:34:38,0.57,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",309
