name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,cinema_visitors
Haarlem,13/03/2024,11.6,8.4,9.7,11.6,5.3,8.2,8.1,89.7,0.9,25.8,16.67,rain,0,0,44.6,22,209.4,1008.5,99.9,21.1,42.4,3.6,2,10,2024-03-13T06:59:27,2024-03-13T18:43:09,0.1,Overcast,Cloudy skies throughout the day.,cloudy,,
Haarlem,14/03/2024,13.3,9.4,11.2,13.3,6.7,10.3,9.1,87.2,0.7,45.2,12.5,rain,0,0,43.2,19.4,179.9,1003.8,98.8,22.9,49.9,4.5,2,10,2024-03-14T06:57:08,2024-03-14T18:44:55,0.14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,,
Haarlem,15/03/2024,12,7.6,9.9,12,5.5,9,5.7,76.3,2.6,29,12.5,rain,0,0,39.4,21.6,225.8,1008,65.8,22.2,173,15,5,10,2024-03-15T06:54:48,2024-03-15T18:46:42,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,
Haarlem,16/03/2024,12.2,10.4,11.2,12.2,10.4,11.2,9,86.9,5.4,29,25,rain,0,0,53.3,28.4,210,1010.5,96,22,77.1,6.6,3,10,2024-03-16T06:52:28,2024-03-16T18:48:28,0.2,Overcast,Cloudy skies throughout the day.,cloudy,,
Haarlem,17/03/2024,10.8,8.4,9.5,10.8,5.3,7.8,8.2,91.8,8.9,29,29.17,rain,0,0,47.9,23,184.2,1006.6,99.7,20.6,24.8,2.1,1,10,2024-03-17T06:50:08,2024-03-17T18:50:14,0.25,Overcast,Cloudy skies throughout the day.,cloudy,,
Haarlem,18/03/2024,9.9,6.1,8,8.5,3.7,5.8,4.9,81.4,2.8,29,16.67,rain,0,0,34.2,15.7,268.4,1006.5,60.3,22.8,172.5,15,5,10,2024-03-18T06:47:47,2024-03-18T18:52:00,0.27,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,
Haarlem,19/03/2024,7.6,5.1,6.1,6.9,3.4,5.4,4.5,89.3,20.5,25.8,33.33,rain,0,0,13.2,9,192.9,1011.1,100,16.3,35.6,3.2,1,10,2024-03-19T06:45:26,2024-03-19T18:53:46,0.3,Overcast,Cloudy skies throughout the day.,cloudy,,
Haarlem,20/03/2024,10.4,4.6,7.3,10.4,2.6,5.9,3.7,78.8,1,29,12.5,rain,0,0,24.2,11.5,164.2,1015.2,83.9,23.9,146.8,12.6,5,10,2024-03-20T06:43:06,2024-03-20T18:55:31,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,
Haarlem,21/03/2024,9.1,6.1,7.4,6.7,4,5.2,5,84.9,1.6,32.3,16.67,rain,0,0,32.4,16.9,167.9,1011.5,100,23.3,49.3,4.2,2,10,2024-03-21T06:40:45,2024-03-21T18:57:16,0.37,Overcast,Cloudy skies throughout the day.,cloudy,,
Haarlem,22/03/2024,12,4.3,8.2,12,1.8,6.6,4.8,80.4,2.5,35.5,12.5,rain,0,0,38.5,19.1,179.3,1010.6,70.5,22.5,149.1,12.6,6,10,2024-03-22T06:38:24,2024-03-22T18:59:02,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,
