"Date Time","Date Time(RAW)","Total Online Devices","Total Online Devices(RAW)","Speed Bad","Speed Bad(RAW)","Speed Good","Speed Good(RAW)","Speed Better","Speed Better(RAW)","Experience Worse","Experience Worse(RAW)","Experience Bad","Experience Bad(RAW)","Experience Good","Experience Good(RAW)","Experience Better","Experience Better(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"22-3-2024 05:00:00 - 06:00:00","45373.2083333333","52 #","51.5000","2,20 #","2.2000","9,87 #","9.8667","39 #","39.4333","0 #","0.0000","0 #","0.0000","0 #","0.0000","52 #","52.0000","0 %","0.0000","100 %","0000010000"
"22-3-2024 06:00:00 - 07:00:00","45373.2500000000","51 #","51.2500","2 #","2.0000","10 #","10.1667","39 #","39.0833","0 #","0.0000","0 #","0.0000","0 #","0.0000","52 #","52.0000","0 %","0.0000","100 %","0000010000"
"22-3-2024 07:00:00 - 08:00:00","45373.2916666667","54 #","53.5500","2 #","2.0000","11 #","10.9167","41 #","40.6333","0 #","0.0000","0,25 #","0.2500","0,20 #","0.2000","54 #","53.7667","0 %","0.0000","100 %","0000010000"
"22-3-2024 08:00:00 - 09:00:00","45373.3333333333","63 #","62.8833","2,70 #","2.7000","14 #","14.2667","46 #","45.9167","0 #","0.0000","0,58 #","0.5833","0,32 #","0.3167","63 #","63.2500","0 %","0.0000","100 %","0000010000"
"22-3-2024 09:00:00 - 10:00:00","45373.3750000000","88 #","87.8000","3,38 #","3.3833","20 #","20.0333","64 #","64.3833","0 #","0.0000","1,62 #","1.6167","1,30 #","1.3000","86 #","86.3667","0 %","0.0000","100 %","0000010000"
"22-3-2024 10:00:00 - 11:00:00","45373.4166666667","117 #","116.9500","4,42 #","4.4167","27 #","26.6000","86 #","85.9333","0 #","0.0000","1,95 #","1.9500","0,80 #","0.8000","116 #","115.9333","0 %","0.0000","100 %","0000010000"
"22-3-2024 11:00:00 - 12:00:00","45373.4583333333","124 #","124.2167","3,27 #","3.2667","27 #","26.8333","94 #","94.1167","0 #","0.0000","1,87 #","1.8667","0,87 #","0.8667","124 #","124.0000","0 %","0.0000","100 %","0000010000"
"22-3-2024 12:00:00 - 13:00:00","45373.5000000000","124 #","124.1500","3,70 #","3.7000","29 #","28.9333","92 #","91.5167","0 #","0.0000","2,37 #","2.3667","1,12 #","1.1167","122 #","122.4667","0 %","0.0000","100 %","0000010000"
"22-3-2024 13:00:00 - 14:00:00","45373.5416666667","128 #","127.5167","3,57 #","3.5667","29 #","28.6333","95 #","95.3167","0 #","0.0000","3,17 #","3.1667","1,20 #","1.2000","126 #","126.2000","0 %","0.0000","100 %","0000010000"
"22-3-2024 14:00:00 - 15:00:00","45373.5833333333","134 #","134.2333","3,42 #","3.4167","30 #","30.1500","101 #","100.6667","0 #","0.0000","2,52 #","2.5167","1,02 #","1.0167","133 #","132.8167","0 %","0.0000","100 %","0000010000"
"22-3-2024 15:00:00 - 16:00:00","45373.6250000000","130 #","130.3000","3,92 #","3.9167","26 #","26.4500","100 #","99.9333","0 #","0.0000","4,40 #","4.4000","0,42 #","0.4167","128 #","127.7667","0 %","0.0000","100 %","0000010000"
"22-3-2024 16:00:00 - 17:00:00","45373.6666666667","112 #","111.9000","4,58 #","4.5833","27 #","27.2333","80 #","80.0833","0 #","0.0000","2,53 #","2.5333","0,78 #","0.7833","110 #","109.9000","0 %","0.0000","100 %","0000010000"
"22-3-2024 17:00:00 - 18:00:00","45373.7083333333","84 #","83.8167","3,28 #","3.2833","18 #","18.3833","62 #","62.1500","0 #","0.0000","2,25 #","2.2500","0,58 #","0.5833","82 #","81.8667","0 %","0.0000","100 %","0000010000"
"22-3-2024 18:00:00 - 19:00:00","45373.7500000000","74 #","74.0847","3,44 #","3.4407","16 #","16.2881","54 #","54.3559","0 #","0.0000","1,54 #","1.5424","0,12 #","0.1186","74 #","73.6780","0 %","0.0000","100 %","0000010000"
"22-3-2024 19:00:00 - 20:00:00","45373.7916666667","61 #","61.4262","2,44 #","2.4426","12 #","12.1639","47 #","46.8197","0 #","0.0000","0,44 #","0.4426","0,07 #","0.0656","62 #","62.4754","0 %","0.0000","100 %","0000010000"
"22-3-2024 20:00:00 - 21:00:00","45373.8333333333","61 #","61.0167","2,83 #","2.8333","11 #","10.9333","47 #","47.2500","0 #","0.0000","0,28 #","0.2833","0,18 #","0.1833","61 #","61.0000","0 %","0.0000","100 %","0000010000"
"22-3-2024 21:00:00 - 22:00:00","45373.8750000000","62 #","62.0167","2,90 #","2.9000","12 #","11.9000","47 #","47.2167","0 #","0.0000","0,78 #","0.7833","0,17 #","0.1667","61 #","61.3000","0 %","0.0000","100 %","0000010000"
"22-3-2024 22:00:00 - 23:00:00","45373.9166666667","62 #","61.7167","2,60 #","2.6000","12 #","11.5500","48 #","47.5667","0 #","0.0000","0,90 #","0.9000","0,28 #","0.2833","61 #","61.2167","0 %","0.0000","100 %","0000010000"
"22-3-2024 23:00:00 - 00:00:00","45373.9583333333","61 #","61.4667","3,35 #","3.3500","11 #","11.0500","47 #","47.0667","0 #","0.0000","1,35 #","1.3500","0,23 #","0.2333","60 #","60.4000","0 %","0.0000","100 %","0000010000"
"23-3-2024 00:00:00 - 01:00:00","45374.0000000000","58 #","57.9667","2,63 #","2.6333","9,22 #","9.2167","46 #","46.1167","0 #","0.0000","0,05 #","0.0500","0,18 #","0.1833","59 #","58.5667","0 %","0.0000","100 %","0000010000"
"23-3-2024 01:00:00 - 02:00:00","45374.0416666667","57 #","57.3000","2,58 #","2.5833","10 #","10.0833","45 #","44.6333","0 #","0.0000","0,30 #","0.3000","0,07 #","0.0667","58 #","57.6500","0 %","0.0000","100 %","0000010000"
"23-3-2024 02:00:00 - 03:00:00","45374.0833333333","53 #","53.0000","2,35 #","2.3500","9,27 #","9.2667","41 #","41.3833","0 #","0.0000","0,38 #","0.3833","0,25 #","0.2500","53 #","52.5833","0 %","0.0000","100 %","0000010000"
"23-3-2024 03:00:00 - 04:00:00","45374.1250000000","50 #","50.0000","2 #","2.0000","8,30 #","8.3000","40 #","39.7000","0 #","0.0000","0 #","0.0000","0 #","0.0000","50 #","50.0000","0 %","0.0000","100 %","0000010000"
"23-3-2024 04:00:00 - 05:00:00","45374.1666666667","50 #","50.0833","2,27 #","2.2667","9,43 #","9.4333","38 #","38.3833","0 #","0.0000","0,17 #","0.1667","0,02 #","0.0167","50 #","50.0167","0 %","0.0000","100 %","0000010000"
"23-3-2024 05:00:00 - 06:00:00","45374.2083333333","50 #","50.1667","2,08 #","2.0833","9,43 #","9.4333","39 #","38.6500","0 #","0.0000","0 #","0.0000","0,07 #","0.0667","50 #","50.3333","0 %","0.0000","100 %","0000010000"
"23-3-2024 06:00:00 - 07:00:00","45374.2500000000","50 #","50.1667","2 #","2.0000","8,82 #","8.8167","39 #","39.3500","0 #","0.0000","0,03 #","0.0333","0 #","0.0000","50 #","50.1500","0 %","0.0000","100 %","0000010000"
"23-3-2024 07:00:00 - 08:00:00","45374.2916666667","50 #","50.0000","2 #","2.0000","8,40 #","8.4000","40 #","39.6000","0 #","0.0000","0 #","0.0000","0 #","0.0000","50 #","50.0000","0 %","0.0000","100 %","0000010000"
"23-3-2024 08:00:00 - 09:00:00","45374.3333333333","50 #","50.0000","2 #","2.0000","8,42 #","8.4167","40 #","39.5833","0 #","0.0000","0 #","0.0000","0 #","0.0000","50 #","50.0000","0 %","0.0000","100 %","0000010000"
"23-3-2024 09:00:00 - 10:00:00","45374.3750000000","50 #","50.0333","2,02 #","2.0167","9,10 #","9.1000","39 #","38.9167","0 #","0.0000","0,03 #","0.0333","0,02 #","0.0167","50 #","50.0000","0 %","0.0000","100 %","0000010000"
"23-3-2024 10:00:00 - 11:00:00","45374.4166666667","51 #","50.6000","2,07 #","2.0667","9,65 #","9.6500","39 #","38.8833","0 #","0.0000","0,27 #","0.2667","0,08 #","0.0833","50 #","50.3333","0 %","0.0000","100 %","0000010000"
"23-3-2024 11:00:00 - 12:00:00","45374.4583333333","55 #","54.8167","2,48 #","2.4833","10 #","10.4667","42 #","41.8667","0 #","0.0000","0,08 #","0.0833","0 #","0.0000","55 #","55.1500","0 %","0.0000","100 %","0000010000"
"23-3-2024 12:00:00 - 13:00:00","45374.5000000000","56 #","55.5167","2,32 #","2.3167","11 #","10.7500","42 #","42.4500","0 #","0.0000","0,30 #","0.3000","0,25 #","0.2500","55 #","55.0333","0 %","0.0000","100 %","0000010000"
"23-3-2024 13:00:00 - 14:00:00","45374.5416666667","60 #","60.3167","2,37 #","2.3667","12 #","11.9833","46 #","45.9667","0 #","0.0000","0,35 #","0.3500","0,08 #","0.0833","61 #","60.6167","0 %","0.0000","100 %","0000010000"
"23-3-2024 14:00:00 - 15:00:00","45374.5833333333","61 #","61.0833","2,25 #","2.2500","12 #","12.0667","47 #","46.7667","0 #","0.0000","0,35 #","0.3500","0,20 #","0.2000","61 #","60.9833","0 %","0.0000","100 %","0000010000"
"23-3-2024 15:00:00 - 16:00:00","45374.6250000000","61 #","61.3000","2,67 #","2.6667","15 #","14.5333","44 #","44.1000","0 #","0.0000","1 #","1.0000","0,25 #","0.2500","61 #","60.5500","0 %","0.0000","100 %","0000010000"
"23-3-2024 16:00:00 - 17:00:00","45374.6666666667","66 #","65.5333","3,27 #","3.2667","16 #","16.2167","46 #","46.0500","0 #","0.0000","1,10 #","1.1000","0,30 #","0.3000","65 #","65.1500","0 %","0.0000","100 %","0000010000"
"23-3-2024 17:00:00 - 18:00:00","45374.7083333333","61 #","61.2000","2,95 #","2.9500","13 #","13.0000","45 #","45.2500","0 #","0.0000","0,82 #","0.8167","0,10 #","0.1000","61 #","60.6833","0 %","0.0000","100 %","0000010000"
"23-3-2024 18:00:00 - 19:00:00","45374.7500000000","65 #","64.5833","2,63 #","2.6333","13 #","13.4500","49 #","48.5000","0 #","0.0000","0,78 #","0.7833","0,05 #","0.0500","65 #","64.5000","0 %","0.0000","100 %","0000010000"
"23-3-2024 19:00:00 - 20:00:00","45374.7916666667","64 #","64.4333","3,23 #","3.2333","14 #","13.9167","47 #","47.2833","0 #","0.0000","0,68 #","0.6833","0,15 #","0.1500","64 #","64.0167","0 %","0.0000","100 %","0000010000"
"23-3-2024 20:00:00 - 21:00:00","45374.8333333333","63 #","63.1000","2,32 #","2.3167","15 #","14.5000","46 #","46.2833","0 #","0.0000","1,20 #","1.2000","0,12 #","0.1167","63 #","62.6667","0 %","0.0000","100 %","0000010000"
"23-3-2024 21:00:00 - 22:00:00","45374.8750000000","64 #","63.7167","2,62 #","2.6167","14 #","14.2667","47 #","46.8333","0 #","0.0000","1,12 #","1.1167","0,02 #","0.0167","63 #","63.2667","0 %","0.0000","100 %","0000010000"
"23-3-2024 22:00:00 - 23:00:00","45374.9166666667","62 #","62.3667","2,62 #","2.6167","16 #","15.5833","44 #","44.1667","0 #","0.0000","0,85 #","0.8500","0,28 #","0.2833","62 #","61.7833","0 %","0.0000","100 %","0000010000"
"23-3-2024 23:00:00 - 00:00:00","45374.9583333333","59 #","58.9833","2,47 #","2.4667","12 #","11.8333","45 #","44.6833","0 #","0.0000","0,25 #","0.2500","0,28 #","0.2833","59 #","59.0500","0 %","0.0000","100 %","0000010000"
"24-3-2024 00:00:00 - 01:00:00","45375.0000000000","58 #","58.4667","2,60 #","2.6000","11 #","10.8333","45 #","45.0333","0 #","0.0000","0,03 #","0.0333","0,03 #","0.0333","59 #","58.8333","0 %","0.0000","100 %","0000010000"
"24-3-2024 01:00:00 - 02:00:00","45375.0416666667","57 #","57.4333","2,32 #","2.3167","12 #","11.6833","43 #","43.4333","0 #","0.0000","0,68 #","0.6833","0,02 #","0.0167","58 #","57.5000","0 %","0.0000","100 %","0000010000"
"24-3-2024 02:00:00 - 03:00:00","45375.0833333333","56 #","56.0500","2,27 #","2.2667","11 #","11.1833","43 #","42.6000","0 #","0.0000","0,27 #","0.2667","0 #","0.0000","56 #","55.9500","0 %","0.0000","100 %","0000010000"
"24-3-2024 03:00:00 - 04:00:00","45375.1250000000","52 #","52.1500","2,40 #","2.4000","10 #","10.4000","39 #","39.3500","0 #","0.0000","0,48 #","0.4833","0 #","0.0000","52 #","52.1333","0 %","0.0000","100 %","0000010000"
"24-3-2024 04:00:00 - 05:00:00","45375.1666666667","51 #","51.0333","2,35 #","2.3500","11 #","11.4500","37 #","37.2333","0 #","0.0000","0,18 #","0.1833","0 #","0.0000","51 #","51.0167","0 %","0.0000","100 %","0000010000"
"24-3-2024 05:00:00 - 06:00:00","45375.2083333333","51 #","50.9667","2 #","2.0000","11 #","10.7167","38 #","38.2500","0 #","0.0000","0 #","0.0000","0 #","0.0000","51 #","51.0000","0 %","0.0000","100 %","0000010000"
"24-3-2024 06:00:00 - 07:00:00","45375.2500000000","51 #","51.0000","2 #","2.0000","11 #","11.2000","38 #","37.8000","0 #","0.0000","0 #","0.0000","0 #","0.0000","51 #","51.0000","0 %","0.0000","100 %","0000010000"
"24-3-2024 07:00:00 - 08:00:00","45375.2916666667","51 #","50.9667","2,02 #","2.0167","11 #","11.4333","38 #","37.5167","0 #","0.0000","0,08 #","0.0833","0 #","0.0000","51 #","50.9167","0 %","0.0000","100 %","0000010000"
"24-3-2024 08:00:00 - 09:00:00","45375.3333333333","51 #","51.4500","2 #","2.0000","11 #","11.2667","38 #","38.1833","0 #","0.0000","0 #","0.0000","0 #","0.0000","52 #","52.0000","0 %","0.0000","100 %","0000010000"
"24-3-2024 09:00:00 - 10:00:00","45375.3750000000","52 #","51.7167","2 #","2.0000","12 #","11.7167","38 #","38.0000","0 #","0.0000","0,08 #","0.0833","0 #","0.0000","52 #","52.2833","0 %","0.0000","100 %","0000010000"
"24-3-2024 10:00:00 - 11:00:00","45375.4166666667","55 #","54.5000","2,17 #","2.1667","14 #","14.2000","38 #","38.1333","0 #","0.0000","0,20 #","0.2000","0,10 #","0.1000","55 #","54.8833","0 %","0.0000","100 %","0000010000"
"24-3-2024 11:00:00 - 12:00:00","45375.4583333333","61 #","60.8667","3,53 #","3.5333","18 #","17.8000","40 #","39.5333","0 #","0.0000","0,72 #","0.7167","0,40 #","0.4000","61 #","60.9167","0 %","0.0000","100 %","0000010000"
"24-3-2024 12:00:00 - 13:00:00","45375.5000000000","61 #","60.7333","2,87 #","2.8667","17 #","16.7500","41 #","41.1167","0 #","0.0000","0,30 #","0.3000","0,35 #","0.3500","61 #","61.1500","0 %","0.0000","100 %","0000010000"
"24-3-2024 13:00:00 - 14:00:00","45375.5416666667","65 #","64.7167","3,15 #","3.1500","17 #","17.4833","44 #","44.0833","0 #","0.0000","1,08 #","1.0833","0,37 #","0.3667","65 #","65.0000","0 %","0.0000","100 %","0000010000"
"24-3-2024 14:00:00 - 15:00:00","45375.5833333333","65 #","65.4833","2,70 #","2.7000","19 #","18.8000","44 #","43.9833","0 #","0.0000","1,65 #","1.6500","0,40 #","0.4000","65 #","64.9667","0 %","0.0000","100 %","0000010000"
"24-3-2024 15:00:00 - 16:00:00","45375.6250000000","60 #","59.9500","2,57 #","2.5667","16 #","16.2000","41 #","41.1833","0 #","0.0000","0,72 #","0.7167","0,12 #","0.1167","60 #","60.4000","0 %","0.0000","100 %","0000010000"
"24-3-2024 16:00:00 - 17:00:00","45375.6666666667","61 #","60.8333","3,23 #","3.2333","17 #","16.7500","41 #","40.8500","0 #","0.0000","0,98 #","0.9833","0,12 #","0.1167","61 #","61.1833","0 %","0.0000","100 %","0000010000"
"24-3-2024 17:00:00 - 18:00:00","45375.7083333333","58 #","58.3833","3,28 #","3.2833","13 #","13.2667","42 #","41.8333","0 #","0.0000","0,38 #","0.3833","0,08 #","0.0833","59 #","59.3333","0 %","0.0000","100 %","0000010000"
"24-3-2024 18:00:00 - 19:00:00","45375.7500000000","63 #","63.1333","2,95 #","2.9500","15 #","15.2667","45 #","44.9167","0 #","0.0000","0,92 #","0.9167","0,05 #","0.0500","64 #","63.8167","0 %","0.0000","100 %","0000010000"
"24-3-2024 19:00:00 - 20:00:00","45375.7916666667","59 #","58.7333","2,38 #","2.3833","13 #","12.9833","43 #","43.3667","0 #","0.0000","0,53 #","0.5333","0,13 #","0.1333","59 #","59.0667","0 %","0.0000","100 %","0000010000"
"24-3-2024 20:00:00 - 21:00:00","45375.8333333333","58 #","57.9333","2,73 #","2.7333","12 #","11.6667","44 #","43.5333","0 #","0.0000","0,43 #","0.4333","0,20 #","0.2000","59 #","58.9500","0 %","0.0000","100 %","0000010000"
"24-3-2024 21:00:00 - 22:00:00","45375.8750000000","55 #","54.7833","2,35 #","2.3500","11 #","10.6333","42 #","41.8000","0 #","0.0000","0,57 #","0.5667","0 #","0.0000","55 #","55.3000","0 %","0.0000","100 %","0000010000"
"24-3-2024 22:00:00 - 23:00:00","45375.9166666667","53 #","53.3333","2,25 #","2.2500","9,72 #","9.7167","41 #","41.3667","0 #","0.0000","0,33 #","0.3333","0,02 #","0.0167","54 #","53.9333","0 %","0.0000","100 %","0000010000"
"24-3-2024 23:00:00 - 00:00:00","45375.9583333333","52 #","51.6667","2,27 #","2.2667","9,95 #","9.9500","39 #","39.4500","0 #","0.0000","0,17 #","0.1667","0 #","0.0000","52 #","52.3000","0 %","0.0000","100 %","0000010000"
"25-3-2024 00:00:00 - 01:00:00","45376.0000000000","51 #","50.6000","2,22 #","2.2167","8,50 #","8.5000","40 #","39.8833","0 #","0.0000","0 #","0.0000","0 #","0.0000","51 #","51.0167","0 %","0.0000","100 %","0000010000"
"25-3-2024 01:00:00 - 02:00:00","45376.0416666667","51 #","50.5667","2,27 #","2.2667","9,53 #","9.5333","39 #","38.7667","0 #","0.0000","0 #","0.0000","0 #","0.0000","51 #","51.1500","0 %","0.0000","100 %","0000010000"
"25-3-2024 02:00:00 - 03:00:00","45376.0833333333","51 #","50.5667","2,22 #","2.2167","9,42 #","9.4167","39 #","38.9333","0 #","0.0000","0 #","0.0000","0 #","0.0000","51 #","51.0000","0 %","0.0000","100 %","0000010000"
"25-3-2024 03:00:00 - 04:00:00","45376.1250000000","50 #","50.4833","2,28 #","2.2833","9,15 #","9.1500","39 #","39.0500","0 #","0.0000","0,02 #","0.0167","0 #","0.0000","51 #","50.9833","0 %","0.0000","100 %","0000010000"
"25-3-2024 04:00:00 - 05:00:00","45376.1666666667","51 #","51.2708","2,21 #","2.2083","9,19 #","9.1875","40 #","39.8750","0 #","0.0000","0,52 #","0.5208","0,10 #","0.1042","51 #","51.3750","0 %","0.0000","100 %","0000010000"
"25-3-2024 05:00:00 - 06:00:00","45376.2083333333","51 #","51.4000","2,03 #","2.0333","9,22 #","9.2167","40 #","40.1500","0 #","0.0000","0 #","0.0000","0,08 #","0.0833","52 #","51.9167","0 %","0.0000","100 %","0000010000"
"25-3-2024 06:00:00 - 07:00:00","45376.2500000000","52 #","51.6833","2,25 #","2.2500","9,15 #","9.1500","40 #","40.2833","0 #","0.0000","0 #","0.0000","0,15 #","0.1500","52 #","52.1333","0 %","0.0000","100 %","0000010000"
"25-3-2024 07:00:00 - 08:00:00","45376.2916666667","56 #","55.5500","2,40 #","2.4000","12 #","11.9667","41 #","41.1833","0 #","0.0000","0 #","0.0000","0,02 #","0.0167","56 #","56.4667","0 %","0.0000","100 %","0000010000"
"25-3-2024 08:00:00 - 09:00:00","45376.3333333333","90 #","90.0500","4,97 #","4.9667","24 #","24.0333","61 #","61.0500","0 #","0.0000","3,62 #","3.6167","0,83 #","0.8333","88 #","88.4000","0 %","0.0000","100 %","0000010000"
"25-3-2024 09:00:00 - 10:00:00","45376.3750000000","217 #","217.2833","6,75 #","6.7500","45 #","44.7500","166 #","165.7833","0 #","0.0000","8,22 #","8.2167","3,12 #","3.1167","210 #","210.0167","0 %","0.0000","100 %","0000010000"
"25-3-2024 10:00:00 - 11:00:00","45376.4166666667","273 #","273.0000","6,02 #","6.0167","54 #","54.1167","213 #","212.8667","0 #","0.0000","8,43 #","8.4333","2 #","2.0000","266 #","266.1667","0 %","0.0000","100 %","0000010000"
"25-3-2024 11:00:00 - 12:00:00","45376.4583333333","310 #","310.2333","6,90 #","6.9000","61 #","61.1000","242 #","242.2333","0 #","0.0000","11 #","11.0000","2,88 #","2.8833","300 #","300.2000","0 %","0.0000","100 %","0000010000"
"25-3-2024 12:00:00 - 13:00:00","45376.5000000000","317 #","317.4833","7,13 #","7.1333","91 #","91.3833","219 #","218.9667","0 #","0.0000","17 #","16.5167","7,08 #","7.0833","298 #","298.0667","0 %","0.0000","100 %","0000010000"
"25-3-2024 13:00:00 - 14:00:00","45376.5416666667","366 #","365.5167","10 #","10.0500","84 #","84.1167","271 #","271.3500","0 #","0.0000","18 #","17.8500","4,82 #","4.8167","348 #","348.0667","0 %","0.0000","100 %","0000010000"
"25-3-2024 14:00:00 - 15:00:00","45376.5833333333","384 #","383.6667","9,18 #","9.1833","81 #","80.5000","294 #","293.9833","0 #","0.0000","14 #","13.6333","4,18 #","4.1833","370 #","370.4500","0 %","0.0000","100 %","0000010000"
"25-3-2024 15:00:00 - 16:00:00","45376.6250000000","397 #","396.5000","11 #","11.1833","84 #","83.7000","302 #","301.6167","0 #","0.0000","17 #","17.1667","5,13 #","5.1333","380 #","379.7333","0 %","0.0000","100 %","0000010000"
"25-3-2024 16:00:00 - 17:00:00","45376.6666666667","328 #","328.0833","9,52 #","9.5167","80 #","79.9167","239 #","238.6500","0 #","0.0000","20 #","19.6333","5,53 #","5.5333","306 #","306.2000","0 %","0.0000","100 %","0000010000"
"25-3-2024 17:00:00 - 18:00:00","45376.7083333333","215 #","215.1333","6,92 #","6.9167","58 #","57.7333","150 #","150.4833","0 #","0.0000","12 #","12.1333","3,87 #","3.8667","201 #","200.9167","0 %","0.0000","100 %","0000010000"
"25-3-2024 18:00:00 - 19:00:00","45376.7500000000","108 #","107.9500","5,05 #","5.0500","27 #","26.5667","76 #","76.3333","0 #","0.0000","5,43 #","5.4333","0,42 #","0.4167","103 #","103.3500","0 %","0.0000","100 %","0000010000"
"25-3-2024 19:00:00 - 20:00:00","45376.7916666667","94 #","94.3833","4,03 #","4.0333","18 #","17.6833","73 #","72.6667","0 #","0.0000","2 #","2.0000","0,10 #","0.1000","94 #","94.0333","0 %","0.0000","100 %","0000010000"
"25-3-2024 20:00:00 - 21:00:00","45376.8333333333","88 #","88.4500","4,27 #","4.2667","19 #","19.3333","65 #","64.8500","0 #","0.0000","3,13 #","3.1333","0,47 #","0.4667","86 #","85.9667","0 %","0.0000","100 %","0000010000"
"25-3-2024 21:00:00 - 22:00:00","45376.8750000000","68 #","68.4833","2,95 #","2.9500","13 #","13.2333","52 #","52.3000","0 #","0.0000","1,42 #","1.4167","0 #","0.0000","68 #","67.6667","0 %","0.0000","100 %","0000010000"
"25-3-2024 22:00:00 - 23:00:00","45376.9166666667","63 #","62.7222","2,17 #","2.1667","10 #","10.2037","50 #","50.3519","0 #","0.0000","0,52 #","0.5185","0 #","0.0000","63 #","62.6667","8 %","7.6700","100 %","0000010000"
"25-3-2024 23:00:00 - 00:00:00","45376.9583333333","60 #","60.1833","2,27 #","2.2667","11 #","11.1667","47 #","46.7500","0 #","0.0000","0,18 #","0.1833","0,08 #","0.0833","60 #","60.2500","0 %","0.0000","100 %","0000010000"
"26-3-2024 00:00:00 - 01:00:00","45377.0000000000","59 #","58.7333","2,47 #","2.4667","11 #","10.9667","45 #","45.3000","0 #","0.0000","0,22 #","0.2167","0,22 #","0.2167","59 #","58.5333","0 %","0.0000","100 %","0000010000"
"26-3-2024 01:00:00 - 02:00:00","45377.0416666667","58 #","57.9500","2,12 #","2.1167","10 #","10.2000","46 #","45.6333","0 #","0.0000","0,15 #","0.1500","0 #","0.0000","58 #","57.8000","0 %","0.0000","100 %","0000010000"
"26-3-2024 02:00:00 - 03:00:00","45377.0833333333","56 #","56.1833","2,02 #","2.0167","10 #","10.1500","44 #","44.0167","0 #","0.0000","0,18 #","0.1833","0 #","0.0000","56 #","56.0167","0 %","0.0000","100 %","0000010000"
"26-3-2024 03:00:00 - 04:00:00","45377.1250000000","56 #","55.5833","2 #","2.0000","8,40 #","8.4000","45 #","45.1833","0 #","0.0000","0,08 #","0.0833","0 #","0.0000","56 #","55.5000","0 %","0.0000","100 %","0000010000"
"26-3-2024 04:00:00 - 05:00:00","45377.1666666667","55 #","54.7667","2,05 #","2.0500","9,10 #","9.1000","44 #","43.6167","0 #","0.0000","0,17 #","0.1667","0,17 #","0.1667","55 #","55.0667","0 %","0.0000","100 %","0000010000"
"26-3-2024 05:00:00 - 06:00:00","45377.2083333333","54 #","54.2667","2 #","2.0000","10 #","10.1333","42 #","42.1333","0 #","0.0000","0,08 #","0.0833","0 #","0.0000","55 #","55.0667","0 %","0.0000","100 %","0000010000"
"26-3-2024 06:00:00 - 07:00:00","45377.2500000000","55 #","54.6167","2,13 #","2.1333","9,55 #","9.5500","43 #","42.9333","0 #","0.0000","0,08 #","0.0833","0 #","0.0000","55 #","55.4333","0 %","0.0000","100 %","0000010000"
"26-3-2024 07:00:00 - 08:00:00","45377.2916666667","58 #","58.4167","2,68 #","2.6833","11 #","10.6333","45 #","45.1000","0 #","0.0000","0,18 #","0.1833","0,02 #","0.0167","60 #","59.5000","0 %","0.0000","100 %","0000010000"
"26-3-2024 08:00:00 - 09:00:00","45377.3333333333","101 #","101.4667","5,43 #","5.4333","27 #","27.3000","69 #","68.7333","0 #","0.0000","3,02 #","3.0167","1,60 #","1.6000","99 #","99.4000","0 %","0.0000","100 %","0000010000"
"26-3-2024 09:00:00 - 10:00:00","45377.3750000000","279 #","279.3833","8,75 #","8.7500","56 #","55.8333","215 #","214.8000","0 #","0.0000","11 #","11.0000","3,02 #","3.0167","271 #","271.3333","0 %","0.0000","100 %","0000010000"
"26-3-2024 10:00:00 - 11:00:00","45377.4166666667","361 #","361.1500","10 #","10.4500","68 #","68.2000","283 #","282.5000","0 #","0.0000","14 #","14.0500","3,53 #","3.5333","349 #","348.9667","0 %","0.0000","100 %","0000010000"
"26-3-2024 11:00:00 - 12:00:00","45377.4583333333","382 #","382.3833","9,75 #","9.7500","79 #","78.8000","294 #","293.8333","0 #","0.0000","14 #","14.0167","2,80 #","2.8000","369 #","369.2000","0 %","0.0000","100 %","0000010000"
"26-3-2024 12:00:00 - 13:00:00","45377.5000000000","350 #","349.7000","10 #","10.1000","95 #","94.6833","245 #","244.9167","0 #","0.0000","20 #","19.7667","4,97 #","4.9667","330 #","329.5667","0 %","0.0000","100 %","0000010000"
"26-3-2024 13:00:00 - 14:00:00","45377.5416666667","372 #","371.6667","8,65 #","8.6500","83 #","83.4833","280 #","279.5333","0 #","0.0000","15 #","14.8167","4,27 #","4.2667","358 #","358.0167","0 %","0.0000","100 %","0000010000"
"26-3-2024 14:00:00 - 15:00:00","45377.5833333333","371 #","371.2500","7,77 #","7.7667","72 #","72.1000","291 #","291.3833","0 #","0.0000","14 #","13.6667","3,95 #","3.9500","359 #","358.9500","0 %","0.0000","100 %","0000010000"
"26-3-2024 15:00:00 - 16:00:00","45377.6250000000","362 #","362.2167","9,30 #","9.3000","70 #","70.0167","283 #","282.9000","0 #","0.0000","15 #","14.7833","3,55 #","3.5500","348 #","348.0500","0 %","0.0000","100 %","0000010000"
"26-3-2024 16:00:00 - 17:00:00","45377.6666666667","307 #","306.9500","6,98 #","6.9833","60 #","60.2000","240 #","239.7667","0 #","0.0000","15 #","14.5667","3,83 #","3.8333","292 #","291.8333","0 %","0.0000","100 %","0000010000"
"26-3-2024 17:00:00 - 18:00:00","45377.7083333333","223 #","223.4167","8,48 #","8.4833","51 #","51.2667","164 #","163.6667","0 #","0.0000","14 #","13.7667","3,50 #","3.5000","208 #","208.1667","0 %","0.0000","100 %","0000010000"
