"Date Time","Date Time(RAW)","Total Online Devices","Total Online Devices(RAW)","Speed Bad","Speed Bad(RAW)","Speed Good","Speed Good(RAW)","Speed Better","Speed Better(RAW)","Experience Worse","Experience Worse(RAW)","Experience Bad","Experience Bad(RAW)","Experience Good","Experience Good(RAW)","Experience Better","Experience Better(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"17-3-2024 16:00:00 - 17:00:00","45368.6666666667","62 #","61.7500","7,08 #","7.0833","16 #","16.1167","39 #","38.5500","0 #","0.0000","1,37 #","1.3667","0,18 #","0.1833","63 #","62.5000","0 %","0.0000","100 %","0000010000"
"17-3-2024 17:00:00 - 18:00:00","45368.7083333333","61 #","61.0667","7,13 #","7.1333","13 #","13.1000","41 #","40.8333","0 #","0.0000","1,12 #","1.1167","0,10 #","0.1000","61 #","61.0833","0 %","0.0000","100 %","0000010000"
"17-3-2024 18:00:00 - 19:00:00","45368.7500000000","63 #","62.6333","7,38 #","7.3833","15 #","14.7333","41 #","40.5167","0 #","0.0000","1,67 #","1.6667","0,32 #","0.3167","62 #","62.1000","0 %","0.0000","100 %","0000010000"
"17-3-2024 19:00:00 - 20:00:00","45368.7916666667","58 #","57.5333","6,38 #","6.3833","11 #","10.8333","40 #","40.3167","0 #","0.0000","0,50 #","0.5000","0 #","0.0000","59 #","58.5167","0 %","0.0000","100 %","0000010000"
"17-3-2024 20:00:00 - 21:00:00","45368.8333333333","58 #","57.6667","6,28 #","6.2833","10 #","10.0167","41 #","41.3667","0 #","0.0000","0,22 #","0.2167","0,02 #","0.0167","59 #","58.6167","0 %","0.0000","100 %","0000010000"
"17-3-2024 21:00:00 - 22:00:00","45368.8750000000","55 #","54.8833","6,13 #","6.1333","9,58 #","9.5833","39 #","39.1667","0 #","0.0000","0,52 #","0.5167","0,23 #","0.2333","55 #","54.7167","0 %","0.0000","100 %","0000010000"
"17-3-2024 22:00:00 - 23:00:00","45368.9166666667","51 #","51.3500","6,23 #","6.2333","8,82 #","8.8167","36 #","36.3000","0 #","0.0000","0,28 #","0.2833","0,08 #","0.0833","51 #","51.1667","0 %","0.0000","100 %","0000010000"
"17-3-2024 23:00:00 - 00:00:00","45368.9583333333","49 #","48.9000","6 #","6.0000","8,12 #","8.1167","35 #","34.7833","0 #","0.0000","0,15 #","0.1500","0,03 #","0.0333","50 #","49.6000","0 %","0.0000","100 %","0000010000"
"18-3-2024 00:00:00 - 01:00:00","45369.0000000000","48 #","48.1667","6,07 #","6.0667","7,78 #","7.7833","34 #","34.3167","0 #","0.0000","0,08 #","0.0833","0 #","0.0000","48 #","48.1667","0 %","0.0000","100 %","0000010000"
"18-3-2024 01:00:00 - 02:00:00","45369.0416666667","48 #","48.0000","6 #","6.0000","7,67 #","7.6667","34 #","34.3333","0 #","0.0000","0 #","0.0000","0 #","0.0000","48 #","48.1000","0 %","0.0000","100 %","0000010000"
"18-3-2024 02:00:00 - 03:00:00","45369.0833333333","47 #","47.2833","6 #","6.0000","7,92 #","7.9167","33 #","33.3667","0 #","0.0000","0 #","0.0000","0 #","0.0000","47 #","47.2833","0 %","0.0000","100 %","0000010000"
"18-3-2024 03:00:00 - 04:00:00","45369.1250000000","47 #","47.1667","6 #","6.0000","8,42 #","8.4167","33 #","32.7500","0 #","0.0000","0 #","0.0000","0 #","0.0000","47 #","47.3167","0 %","0.0000","100 %","0000010000"
"18-3-2024 04:00:00 - 05:00:00","45369.1666666667","48 #","47.5000","6,12 #","6.1167","8,55 #","8.5500","33 #","32.8333","0 #","0.0000","0 #","0.0000","0 #","0.0000","48 #","48.3167","0 %","0.0000","100 %","0000010000"
"18-3-2024 05:00:00 - 06:00:00","45369.2083333333","47 #","47.3448","6 #","6.0000","7,86 #","7.8621","33 #","33.4828","0 #","0.0000","0 #","0.0000","0,09 #","0.0862","48 #","47.9138","0 %","0.0000","100 %","0000010000"
"18-3-2024 06:00:00 - 07:00:00","45369.2500000000","48 #","47.8500","6,02 #","6.0167","8,63 #","8.6333","33 #","33.2000","0 #","0.0000","0,08 #","0.0833","0,10 #","0.1000","49 #","48.7333","0 %","0.0000","100 %","0000010000"
"18-3-2024 07:00:00 - 08:00:00","45369.2916666667","54 #","53.9500","6,38 #","6.3833","11 #","11.1833","36 #","36.3833","0 #","0.0000","0,55 #","0.5500","0,23 #","0.2333","55 #","54.9500","0 %","0.0000","100 %","0000010000"
"18-3-2024 08:00:00 - 09:00:00","45369.3333333333","92 #","91.7833","9,10 #","9.1000","24 #","24.3333","58 #","58.3500","0 #","0.0000","2,98 #","2.9833","1,52 #","1.5167","89 #","89.0667","0 %","0.0000","100 %","0000010000"
"18-3-2024 09:00:00 - 10:00:00","45369.3750000000","250 #","249.9500","12 #","12.4333","58 #","57.9833","180 #","179.5333","0 #","0.0000","13 #","12.8667","3,47 #","3.4667","239 #","239.2333","0 %","0.0000","100 %","0000010000"
"18-3-2024 10:00:00 - 11:00:00","45369.4166666667","325 #","325.0500","13 #","12.7167","68 #","68.1333","244 #","244.2000","0 #","0.0000","14 #","14.0000","4,15 #","4.1500","311 #","310.8833","0 %","0.0000","100 %","0000010000"
"18-3-2024 11:00:00 - 12:00:00","45369.4583333333","348 #","348.4167","18 #","18.2333","67 #","67.2000","263 #","262.9833","0 #","0.0000","14 #","13.8667","3,87 #","3.8667","335 #","334.7333","0 %","0.0000","100 %","0000010000"
"18-3-2024 12:00:00 - 13:00:00","45369.5000000000","326 #","326.3167","16 #","16.4333","78 #","77.8167","232 #","232.0667","0 #","0.0000","15 #","15.3500","4,67 #","4.6667","311 #","311.0333","0 %","0.0000","100 %","0000010000"
"18-3-2024 13:00:00 - 14:00:00","45369.5416666667","357 #","356.7333","14 #","14.3333","81 #","80.6333","262 #","261.7667","0 #","0.0000","18 #","17.5500","4,08 #","4.0833","340 #","339.8000","0 %","0.0000","100 %","0000010000"
"18-3-2024 14:00:00 - 15:00:00","45369.5833333333","356 #","355.7833","15 #","15.3833","78 #","77.9667","262 #","262.4333","0 #","0.0000","13 #","12.9500","4,35 #","4.3500","343 #","343.0667","0 %","0.0000","100 %","0000010000"
"18-3-2024 15:00:00 - 16:00:00","45369.6250000000","373 #","372.6167","13 #","13.0000","78 #","77.9333","282 #","281.6833","0 #","0.0000","16 #","15.5667","4,65 #","4.6500","358 #","358.2500","0 %","0.0000","100 %","0000010000"
"18-3-2024 16:00:00 - 17:00:00","45369.6666666667","301 #","300.6667","14 #","14.3000","61 #","61.3000","225 #","225.0667","0 #","0.0000","15 #","15.0333","3,95 #","3.9500","285 #","285.2667","0 %","0.0000","100 %","0000010000"
"18-3-2024 17:00:00 - 18:00:00","45369.7083333333","234 #","234.3167","13 #","12.5167","53 #","52.8833","169 #","168.9167","0 #","0.0000","15 #","15.3667","2,43 #","2.4333","219 #","219.3000","0 %","0.0000","100 %","0000010000"
"18-3-2024 18:00:00 - 19:00:00","45369.7500000000","108 #","107.9333","7,93 #","7.9333","32 #","32.3000","68 #","67.7000","0 #","0.0000","8,08 #","8.0833","1,83 #","1.8333","100 #","99.6000","0 %","0.0000","100 %","0000010000"
"18-3-2024 19:00:00 - 20:00:00","45369.7916666667","79 #","78.5167","6,33 #","6.3333","17 #","16.9167","55 #","55.2667","0 #","0.0000","2,27 #","2.2667","0,80 #","0.8000","77 #","76.9500","0 %","0.0000","100 %","0000010000"
"18-3-2024 20:00:00 - 21:00:00","45369.8333333333","72 #","72.1636","4,65 #","4.6545","14 #","13.7091","54 #","53.8000","0 #","0.0000","0,67 #","0.6727","0,15 #","0.1455","72 #","72.0909","7 %","6.5800","100 %","0000010000"
"18-3-2024 21:00:00 - 22:00:00","45369.8750000000","69 #","69.0333","4,90 #","4.9000","11 #","11.2333","53 #","52.9000","0 #","0.0000","0,80 #","0.8000","0,17 #","0.1667","69 #","69.3000","0 %","0.0000","100 %","0000010000"
"18-3-2024 22:00:00 - 23:00:00","45369.9166666667","60 #","60.0833","4,18 #","4.1833","8,43 #","8.4333","47 #","47.4667","0 #","0.0000","0,97 #","0.9667","0 #","0.0000","59 #","59.3333","0 %","0.0000","100 %","0000010000"
"18-3-2024 23:00:00 - 00:00:00","45369.9583333333","57 #","56.7500","4,32 #","4.3167","8,13 #","8.1333","44 #","44.3000","0 #","0.0000","0,30 #","0.3000","0,37 #","0.3667","57 #","56.8833","0 %","0.0000","100 %","0000010000"
"19-3-2024 00:00:00 - 01:00:00","45370.0000000000","55 #","54.8983","4,07 #","4.0678","7,75 #","7.7458","43 #","43.0847","0 #","0.0000","0,08 #","0.0847","0 #","0.0000","55 #","54.8814","0 %","0.0000","100 %","0000010000"
"19-3-2024 01:00:00 - 02:00:00","45370.0416666667","54 #","53.5667","4 #","4.0000","8,42 #","8.4167","41 #","41.1500","0 #","0.0000","0 #","0.0000","0,08 #","0.0833","54 #","53.5167","0 %","0.0000","100 %","0000010000"
"19-3-2024 02:00:00 - 03:00:00","45370.0833333333","52 #","51.9833","4 #","4.0000","7,85 #","7.8500","40 #","40.1333","0 #","0.0000","0 #","0.0000","0 #","0.0000","53 #","52.5000","0 %","0.0000","100 %","0000010000"
"19-3-2024 03:00:00 - 04:00:00","45370.1250000000","52 #","52.0000","4 #","4.0000","6,70 #","6.7000","41 #","41.3000","0 #","0.0000","0 #","0.0000","0 #","0.0000","52 #","52.3333","0 %","0.0000","100 %","0000010000"
"19-3-2024 04:00:00 - 05:00:00","45370.1666666667","52 #","52.4500","4,12 #","4.1167","6,92 #","6.9167","41 #","41.4167","0 #","0.0000","0 #","0.0000","0 #","0.0000","53 #","52.9833","0 %","0.0000","100 %","0000010000"
"19-3-2024 05:00:00 - 06:00:00","45370.2083333333","52 #","52.4500","4 #","4.0000","7,70 #","7.7000","41 #","40.7500","0 #","0.0000","0,25 #","0.2500","0 #","0.0000","53 #","52.9333","0 %","0.0000","100 %","0000010000"
"19-3-2024 06:00:00 - 07:00:00","45370.2500000000","54 #","53.7500","4,05 #","4.0500","7,88 #","7.8833","42 #","41.8167","0 #","0.0000","0 #","0.0000","0 #","0.0000","55 #","54.9167","0 %","0.0000","100 %","0000010000"
"19-3-2024 07:00:00 - 08:00:00","45370.2916666667","59 #","59.4500","5 #","5.0000","12 #","11.5000","43 #","42.9500","0 #","0.0000","0,68 #","0.6833","0,15 #","0.1500","60 #","60.1500","0 %","0.0000","100 %","0000010000"
"19-3-2024 08:00:00 - 09:00:00","45370.3333333333","95 #","95.0333","6,92 #","6.9167","24 #","23.5667","65 #","64.5500","0 #","0.0000","3,67 #","3.6667","1 #","1.0000","94 #","93.5500","0 %","0.0000","100 %","0000010000"
"19-3-2024 09:00:00 - 10:00:00","45370.3750000000","249 #","248.5500","10 #","10.1167","54 #","53.5333","185 #","184.9000","0 #","0.0000","10 #","10.0000","2,60 #","2.6000","241 #","241.0500","0 %","0.0000","100 %","0000010000"
"19-3-2024 10:00:00 - 11:00:00","45370.4166666667","322 #","321.8167","13 #","12.5667","64 #","64.1333","245 #","245.1167","0 #","0.0000","12 #","11.6000","2,22 #","2.2167","313 #","312.9333","0 %","0.0000","100 %","0000010000"
"19-3-2024 11:00:00 - 12:00:00","45370.4583333333","325 #","324.7833","12 #","11.9500","63 #","62.7167","250 #","250.1167","0 #","0.0000","11 #","10.9833","2,65 #","2.6500","314 #","314.4833","0 %","0.0000","100 %","0000010000"
"19-3-2024 12:00:00 - 13:00:00","45370.5000000000","295 #","295.3167","12 #","11.9833","81 #","80.5500","203 #","202.7833","0 #","0.0000","18 #","17.5000","5,30 #","5.3000","277 #","277.2500","0 %","0.0000","100 %","0000010000"
"19-3-2024 13:00:00 - 14:00:00","45370.5416666667","340 #","340.2167","13 #","12.9000","81 #","80.6000","247 #","246.7167","0 #","0.0000","22 #","21.7333","3,65 #","3.6500","322 #","321.7000","0 %","0.0000","100 %","0000010000"
"19-3-2024 14:00:00 - 15:00:00","45370.5833333333","338 #","337.9167","11 #","10.9167","70 #","69.8667","257 #","257.1333","0 #","0.0000","15 #","14.9833","4,77 #","4.7667","323 #","323.4833","0 %","0.0000","100 %","0000010000"
"19-3-2024 15:00:00 - 16:00:00","45370.6250000000","355 #","354.5667","11 #","11.2167","70 #","69.6500","274 #","273.7000","0 #","0.0000","18 #","17.5333","3,67 #","3.6667","340 #","340.0833","0 %","0.0000","100 %","0000010000"
"19-3-2024 16:00:00 - 17:00:00","45370.6666666667","272 #","271.7966","12 #","12.4407","66 #","66.1695","193 #","193.1864","0 #","0.0000","17 #","17.4576","3,93 #","3.9322","254 #","253.5593","0 %","0.0000","100 %","0000010000"
"19-3-2024 17:00:00 - 18:00:00","45370.7083333333","180 #","179.6000","6,95 #","6.9500","39 #","39.4667","133 #","133.1833","0 #","0.0000","7,80 #","7.8000","1,90 #","1.9000","172 #","171.6500","0 %","0.0000","100 %","0000010000"
"19-3-2024 18:00:00 - 19:00:00","45370.7500000000","96 #","95.9833","6,45 #","6.4500","26 #","26.1000","63 #","63.4333","0 #","0.0000","4,58 #","4.5833","1,48 #","1.4833","92 #","91.5000","0 %","0.0000","100 %","0000010000"
"19-3-2024 19:00:00 - 20:00:00","45370.7916666667","74 #","74.2833","5,50 #","5.5000","15 #","14.7333","54 #","54.0500","0 #","0.0000","0,90 #","0.9000","0,25 #","0.2500","75 #","74.6500","0 %","0.0000","100 %","0000010000"
"19-3-2024 20:00:00 - 21:00:00","45370.8333333333","70 #","70.0847","5,15 #","5.1525","13 #","13.4068","52 #","51.5254","0 #","0.0000","1,42 #","1.4237","0,39 #","0.3898","69 #","69.2373","0 %","0.0000","100 %","0000010000"
"19-3-2024 21:00:00 - 22:00:00","45370.8750000000","63 #","63.0492","4,74 #","4.7377","9,48 #","9.4754","49 #","48.8361","0 #","0.0000","1,11 #","1.1148","0,13 #","0.1311","63 #","62.6885","0 %","0.0000","100 %","0000010000"
"19-3-2024 22:00:00 - 23:00:00","45370.9166666667","58 #","57.9500","4,55 #","4.5500","8,80 #","8.8000","45 #","44.6000","0 #","0.0000","0,52 #","0.5167","0,12 #","0.1167","59 #","58.5167","0 %","0.0000","100 %","0000010000"
"19-3-2024 23:00:00 - 00:00:00","45370.9583333333","58 #","57.8833","4,80 #","4.8000","9,32 #","9.3167","44 #","43.7667","0 #","0.0000","0,28 #","0.2833","0,20 #","0.2000","58 #","58.1167","0 %","0.0000","100 %","0000010000"
"20-3-2024 00:00:00 - 01:00:00","45371.0000000000","55 #","55.0167","4,73 #","4.7333","8,68 #","8.6833","42 #","41.6000","0 #","0.0000","0,72 #","0.7167","0 #","0.0000","54 #","54.4167","0 %","0.0000","100 %","0000010000"
"20-3-2024 01:00:00 - 02:00:00","45371.0416666667","53 #","52.9333","4 #","4.0000","8,43 #","8.4333","41 #","40.5000","0 #","0.0000","0 #","0.0000","0 #","0.0000","53 #","53.1000","0 %","0.0000","100 %","0000010000"
"20-3-2024 02:00:00 - 03:00:00","45371.0833333333","52 #","52.0000","4 #","4.0000","8,28 #","8.2833","40 #","39.7167","0 #","0.0000","0 #","0.0000","0 #","0.0000","52 #","52.4833","0 %","0.0000","100 %","0000010000"
"20-3-2024 03:00:00 - 04:00:00","45371.1250000000","52 #","52.0000","4 #","4.0000","8,42 #","8.4167","40 #","39.5833","0 #","0.0000","0 #","0.0000","0 #","0.0000","52 #","52.2667","0 %","0.0000","100 %","0000010000"
"20-3-2024 04:00:00 - 05:00:00","45371.1666666667","52 #","52.4833","4,22 #","4.2167","10 #","10.1500","38 #","38.1167","0 #","0.0000","0 #","0.0000","0 #","0.0000","53 #","53.1500","0 %","0.0000","100 %","0000010000"
"20-3-2024 05:00:00 - 06:00:00","45371.2083333333","53 #","53.0000","4,38 #","4.3833","9,28 #","9.2833","39 #","39.3333","0 #","0.0000","0,03 #","0.0333","0 #","0.0000","53 #","53.4833","0 %","0.0000","100 %","0000010000"
"20-3-2024 06:00:00 - 07:00:00","45371.2500000000","54 #","53.7500","4,27 #","4.2667","8,70 #","8.7000","41 #","40.7833","0 #","0.0000","0,13 #","0.1333","0 #","0.0000","54 #","54.4500","0 %","0.0000","100 %","0000010000"
"20-3-2024 07:00:00 - 08:00:00","45371.2916666667","56 #","56.4667","4,32 #","4.3167","9,63 #","9.6333","43 #","42.5167","0 #","0.0000","0,17 #","0.1667","0,02 #","0.0167","58 #","57.5000","0 %","0.0000","100 %","0000010000"
"20-3-2024 08:00:00 - 09:00:00","45371.3333333333","76 #","76.0333","5,13 #","5.1333","19 #","18.8667","52 #","52.0333","0 #","0.0000","1,82 #","1.8167","0,78 #","0.7833","75 #","75.3333","0 %","0.0000","100 %","0000010000"
"20-3-2024 09:00:00 - 10:00:00","45371.3750000000","191 #","190.6667","8,80 #","8.8000","43 #","43.3833","138 #","138.4833","0 #","0.0000","11 #","10.5167","1,92 #","1.9167","182 #","181.6500","0 %","0.0000","100 %","0000010000"
"20-3-2024 10:00:00 - 11:00:00","45371.4166666667","227 #","227.0333","7,78 #","7.7833","49 #","48.5167","171 #","170.7333","0 #","0.0000","10 #","10.3000","2 #","2.0000","218 #","218.0333","0 %","0.0000","100 %","0000010000"
"20-3-2024 11:00:00 - 12:00:00","45371.4583333333","239 #","239.3333","9,88 #","9.8833","53 #","52.8000","177 #","176.6500","0 #","0.0000","10 #","10.2667","2,55 #","2.5500","230 #","230.0333","0 %","0.0000","100 %","0000010000"
"20-3-2024 12:00:00 - 13:00:00","45371.5000000000","205 #","204.6167","10 #","10.0667","57 #","56.7667","138 #","137.7833","0 #","0.0000","10 #","10.1833","2,20 #","2.2000","195 #","194.9500","0 %","0.0000","100 %","0000010000"
"20-3-2024 13:00:00 - 14:00:00","45371.5416666667","276 #","275.7500","12 #","12.2167","61 #","60.8167","203 #","202.7167","0 #","0.0000","14 #","13.9333","2,48 #","2.4833","264 #","263.7000","0 %","0.0000","100 %","0000010000"
"20-3-2024 14:00:00 - 15:00:00","45371.5833333333","299 #","298.9153","12 #","11.6780","65 #","65.2542","222 #","221.9831","0 #","0.0000","11 #","11.3220","3,49 #","3.4915","289 #","288.6780","0 %","0.0000","100 %","0000010000"
"20-3-2024 15:00:00 - 16:00:00","45371.6250000000","306 #","306.4754","12 #","12.1639","66 #","65.6393","229 #","228.6721","0 #","0.0000","15 #","15.2787","3,31 #","3.3115","292 #","291.9016","0 %","0.0000","100 %","0000010000"
"20-3-2024 16:00:00 - 17:00:00","45371.6666666667","230 #","229.9333","9,43 #","9.4333","57 #","56.9333","164 #","163.5667","0 #","0.0000","16 #","15.7667","3,47 #","3.4667","213 #","213.0167","0 %","0.0000","100 %","0000010000"
"20-3-2024 17:00:00 - 18:00:00","45371.7083333333","139 #","138.5000","6,60 #","6.6000","34 #","34.4667","97 #","97.4333","0 #","0.0000","8,05 #","8.0500","1,32 #","1.3167","131 #","131.3333","0 %","0.0000","100 %","0000010000"
"20-3-2024 18:00:00 - 19:00:00","45371.7500000000","88 #","87.9667","6,20 #","6.2000","23 #","22.9667","59 #","58.8000","0 #","0.0000","3,70 #","3.7000","1,15 #","1.1500","86 #","85.8000","0 %","0.0000","100 %","0000010000"
"20-3-2024 19:00:00 - 20:00:00","45371.7916666667","69 #","69.3833","4,32 #","4.3167","13 #","12.5333","53 #","52.5333","0 #","0.0000","0,12 #","0.1167","0 #","0.0000","71 #","70.5167","0 %","0.0000","100 %","0000010000"
"20-3-2024 20:00:00 - 21:00:00","45371.8333333333","71 #","71.4000","4,88 #","4.8833","14 #","14.4500","52 #","52.0667","0 #","0.0000","0,80 #","0.8000","0,23 #","0.2333","71 #","71.2500","0 %","0.0000","100 %","0000010000"
"20-3-2024 21:00:00 - 22:00:00","45371.8750000000","68 #","67.5333","4,68 #","4.6833","13 #","12.7333","50 #","50.1167","0 #","0.0000","1,68 #","1.6833","0,32 #","0.3167","66 #","66.3667","0 %","0.0000","100 %","0000010000"
"20-3-2024 22:00:00 - 23:00:00","45371.9166666667","62 #","62.1017","4,37 #","4.3729","12 #","11.7288","46 #","46.0000","0 #","0.0000","0,42 #","0.4237","0,22 #","0.2203","61 #","61.4915","0 %","0.0000","100 %","0000010000"
"20-3-2024 23:00:00 - 00:00:00","45371.9583333333","59 #","59.4262","4,21 #","4.2131","11 #","10.5246","45 #","44.6885","0 #","0.0000","0,30 #","0.2951","0,15 #","0.1475","59 #","59.1967","0 %","0.0000","100 %","0000010000"
"21-3-2024 00:00:00 - 01:00:00","45372.0000000000","57 #","56.6667","4 #","4.0000","9,43 #","9.4333","43 #","43.2333","0 #","0.0000","0,32 #","0.3167","0 #","0.0000","57 #","56.5167","0 %","0.0000","100 %","0000010000"
"21-3-2024 01:00:00 - 02:00:00","45372.0416666667","56 #","56.0000","4,10 #","4.1000","8,75 #","8.7500","43 #","43.1500","0 #","0.0000","0,50 #","0.5000","0 #","0.0000","56 #","55.5000","0 %","0.0000","100 %","0000010000"
"21-3-2024 02:00:00 - 03:00:00","45372.0833333333","56 #","56.4833","4,07 #","4.0667","10 #","10.0667","42 #","42.3500","0 #","0.0000","0,05 #","0.0500","0,08 #","0.0833","56 #","56.3667","0 %","0.0000","100 %","0000010000"
"21-3-2024 03:00:00 - 04:00:00","45372.1250000000","56 #","55.9667","4 #","4.0000","11 #","10.7000","41 #","41.2667","0 #","0.0000","0,08 #","0.0833","0 #","0.0000","56 #","55.8833","0 %","0.0000","100 %","0000010000"
"21-3-2024 04:00:00 - 05:00:00","45372.1666666667","55 #","55.1167","4,42 #","4.4167","9,03 #","9.0333","42 #","41.6667","0 #","0.0000","0,43 #","0.4333","0 #","0.0000","55 #","54.8333","0 %","0.0000","100 %","0000010000"
"21-3-2024 05:00:00 - 06:00:00","45372.2083333333","54 #","54.0500","4,12 #","4.1167","8,88 #","8.8833","41 #","41.0500","0 #","0.0000","0,12 #","0.1167","0 #","0.0000","54 #","53.9333","0 %","0.0000","100 %","0000010000"
"21-3-2024 06:00:00 - 07:00:00","45372.2500000000","55 #","54.9167","4,05 #","4.0500","8,65 #","8.6500","42 #","42.2167","0 #","0.0000","0,25 #","0.2500","0,08 #","0.0833","55 #","54.6000","0 %","0.0000","100 %","0000010000"
"21-3-2024 07:00:00 - 08:00:00","45372.2916666667","62 #","61.5000","4,18 #","4.1833","12 #","11.6833","46 #","45.6333","0 #","0.0000","0,43 #","0.4333","0,02 #","0.0167","62 #","62.0667","0 %","0.0000","100 %","0000010000"
"21-3-2024 08:00:00 - 09:00:00","45372.3333333333","96 #","96.0000","5,12 #","5.1167","22 #","22.3000","69 #","68.5833","0 #","0.0000","2,55 #","2.5500","1,15 #","1.1500","95 #","94.5000","0 %","0.0000","100 %","0000010000"
"21-3-2024 09:00:00 - 10:00:00","45372.3750000000","216 #","216.2333","9 #","9.0000","49 #","48.6667","159 #","158.5667","0 #","0.0000","8,43 #","8.4333","2,28 #","2.2833","210 #","209.8500","0 %","0.0000","100 %","0000010000"
"21-3-2024 10:00:00 - 11:00:00","45372.4166666667","277 #","276.5167","11 #","11.1000","59 #","59.4667","206 #","205.9500","0 #","0.0000","9,13 #","9.1333","2,85 #","2.8500","268 #","268.0833","0 %","0.0000","100 %","0000010000"
"21-3-2024 11:00:00 - 12:00:00","45372.4583333333","294 #","293.9000","9,28 #","9.2833","58 #","58.3500","226 #","226.2667","0 #","0.0000","10 #","10.2333","3,22 #","3.2167","283 #","283.2833","0 %","0.0000","100 %","0000010000"
"21-3-2024 12:00:00 - 13:00:00","45372.5000000000","272 #","271.8167","9,78 #","9.7833","68 #","68.1667","194 #","193.8667","0 #","0.0000","11 #","10.7667","3,58 #","3.5833","262 #","261.7333","0 %","0.0000","100 %","0000010000"
"21-3-2024 13:00:00 - 14:00:00","45372.5416666667","328 #","328.0678","10 #","10.2712","78 #","78.2881","240 #","239.5085","0 #","0.0000","14 #","14.0000","4,68 #","4.6780","315 #","315.3898","0 %","0.0000","100 %","0000010000"
"21-3-2024 14:00:00 - 15:00:00","45372.5833333333","337 #","336.8167","7,28 #","7.2833","70 #","69.7000","260 #","259.8333","0 #","0.0000","12 #","12.4333","3,45 #","3.4500","325 #","324.9000","0 %","0.0000","100 %","0000010000"
"21-3-2024 15:00:00 - 16:00:00","45372.6250000000","320 #","320.0667","8,67 #","8.6667","64 #","64.1500","247 #","247.2500","0 #","0.0000","14 #","14.1667","4,45 #","4.4500","306 #","305.7500","0 %","0.0000","100 %","0000010000"
"21-3-2024 16:00:00 - 17:00:00","45372.6666666667","259 #","258.5667","5,08 #","5.0833","49 #","48.6000","205 #","204.8833","0 #","0.0000","13 #","13.1000","3,58 #","3.5833","244 #","244.4167","0 %","0.0000","100 %","0000010000"
"21-3-2024 17:00:00 - 18:00:00","45372.7083333333","174 #","173.7667","6,18 #","6.1833","41 #","41.1167","126 #","126.4667","0 #","0.0000","10 #","10.2833","3,25 #","3.2500","162 #","161.7333","0 %","0.0000","100 %","0000010000"
"21-3-2024 18:00:00 - 19:00:00","45372.7500000000","92 #","92.3000","3,53 #","3.5333","26 #","25.7333","63 #","63.0333","0 #","0.0000","4,08 #","4.0833","1,92 #","1.9167","88 #","87.6167","0 %","0.0000","100 %","0000010000"
"21-3-2024 19:00:00 - 20:00:00","45372.7916666667","66 #","65.5333","3,53 #","3.5333","13 #","12.9667","49 #","49.0333","0 #","0.0000","1,55 #","1.5500","0,50 #","0.5000","65 #","64.5833","0 %","0.0000","100 %","0000010000"
"21-3-2024 20:00:00 - 21:00:00","45372.8333333333","64 #","64.3167","3,57 #","3.5667","11 #","10.5167","50 #","50.2333","0 #","0.0000","0,85 #","0.8500","0,22 #","0.2167","64 #","63.5333","0 %","0.0000","100 %","0000010000"
"21-3-2024 21:00:00 - 22:00:00","45372.8750000000","66 #","65.6500","4,15 #","4.1500","12 #","12.4333","49 #","49.0667","0 #","0.0000","2,25 #","2.2500","0,33 #","0.3333","64 #","63.6333","0 %","0.0000","100 %","0000010000"
"21-3-2024 22:00:00 - 23:00:00","45372.9166666667","59 #","59.1667","2,40 #","2.4000","10 #","10.4500","46 #","46.3167","0 #","0.0000","0,55 #","0.5500","0,32 #","0.3167","59 #","58.7500","0 %","0.0000","100 %","0000010000"
"21-3-2024 23:00:00 - 00:00:00","45372.9583333333","58 #","57.7333","2,72 #","2.7167","9,50 #","9.5000","46 #","45.5167","0 #","0.0000","0,90 #","0.9000","0,10 #","0.1000","58 #","57.5333","0 %","0.0000","100 %","0000010000"
"22-3-2024 00:00:00 - 01:00:00","45373.0000000000","53 #","52.8667","2,03 #","2.0333","9,33 #","9.3333","42 #","41.5000","0 #","0.0000","0 #","0.0000","0,02 #","0.0167","53 #","52.9500","0 %","0.0000","100 %","0000010000"
"22-3-2024 01:00:00 - 02:00:00","45373.0416666667","53 #","52.6949","2,41 #","2.4068","8,44 #","8.4407","42 #","41.8475","0 #","0.0000","0,10 #","0.1017","0,08 #","0.0847","53 #","52.6949","0 %","0.0000","100 %","0000010000"
"22-3-2024 02:00:00 - 03:00:00","45373.0833333333","52 #","52.1475","2,02 #","2.0164","7,74 #","7.7377","42 #","42.3934","0 #","0.0000","0,02 #","0.0164","0 #","0.0000","52 #","52.1475","0 %","0.0000","100 %","0000010000"
"22-3-2024 03:00:00 - 04:00:00","45373.1250000000","52 #","52.1667","2,17 #","2.1667","7,70 #","7.7000","42 #","42.3000","0 #","0.0000","0,17 #","0.1667","0 #","0.0000","52 #","52.0000","0 %","0.0000","100 %","0000010000"
"22-3-2024 04:00:00 - 05:00:00","45373.1666666667","52 #","52.2000","2,42 #","2.4167","9,13 #","9.1333","41 #","40.6500","0 #","0.0000","0,17 #","0.1667","0 #","0.0000","52 #","52.3667","0 %","0.0000","100 %","0000010000"
